#Natural (INST) System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   INSTMAG dMAG   
sn01C
3 52320.30065 19.382 0.224
4 52257.54170 16.698 0.037
4 52260.42204 16.833 0.021
4 52282.45654 17.896 0.034
4 52285.41924 18.030 0.036
4 52289.28022 18.212 0.054
4 52293.51946 18.320 0.050
4 52320.30314 19.325 0.256
5 52257.54316 17.011 0.060
5 52266.51508 17.372 0.091
5 52289.28201 17.693 0.095
5 52293.52126 17.831 0.075
5 52320.30491 18.420 0.359
sn02G
2 52296.48332 17.713 0.031
2 52320.42733 19.756 0.068
2 52373.40459 21.457 0.201
2 52402.27383 21.570 0.217
3 52295.47922 17.611 0.028
3 52296.48722 17.548 0.020
3 52320.43125 18.508 0.027
3 52345.42325 19.965 0.124
3 52373.40848 20.497 0.083
3 52402.27771 21.184 0.167
4 52295.48242 17.366 0.037
4 52320.43442 17.922 0.042
4 52345.42642 19.132 0.064
4 52373.41167 20.180 0.083
4 52402.28087 21.082 0.188
5 52320.43690 17.783 0.050
5 52345.42891 18.976 0.074
5 52373.41414 20.354 0.168
5 52402.28334 20.954 0.268
sn02ar
3 52320.38042 16.909 0.026
3 52345.39530 18.767 0.048
3 52373.30682 19.711 0.090
4 52345.39707 18.364 0.044
4 52373.30859 19.438 0.089
5 52320.38366 17.555 0.061
5 52345.39852 18.202 0.055
5 52373.31003 19.993 0.209
sn02bf
1 52342.31554 16.817 0.042
1 52352.22230 18.145 0.065
2 52354.36531 17.891 0.028
3 52347.19803 16.467 0.017
3 52373.24105 18.496 0.046
4 52342.32304 16.131 0.019
4 52345.28756 16.306 0.021
4 52352.22978 16.728 0.020
4 52354.36959 16.830 0.018
5 52342.32449 16.612 0.024
5 52345.28900 16.844 0.025
5 52347.20127 17.031 0.027
5 52351.31826 17.200 0.036
5 52352.23123 17.116 0.031
5 52354.37105 17.250 0.046
sn02bo
1 52344.24715 16.292 0.041
1 52345.31095 15.873 0.044
1 52346.21294 15.281 0.044
1 52348.11669 14.689 0.030
1 52369.23924 15.269 0.038
1 52373.25906 15.861 0.046
1 52377.15575 16.257 0.039
1 52378.13440 16.444 0.045
1 52382.23057 16.793 0.044
1 52397.12848 17.612 0.047
1 52412.17391 17.809 0.044
1 52435.18381 18.280 0.063
2 52344.25041 16.170 0.028
2 52345.31413 15.789 0.033
2 52346.21618 15.344 0.028
2 52348.11993 14.794 0.017
2 52350.16715 14.410 0.022
2 52353.20267 14.118 0.029
2 52355.17772 14.033 0.047
2 52369.24244 14.904 0.028
2 52371.25936 15.116 0.018
2 52373.26228 15.365 0.030
2 52374.21809 15.442 0.016
2 52378.13763 15.859 0.027
2 52382.23377 16.217 0.026
2 52397.13168 17.002 0.030
2 52402.24426 17.071 0.030
2 52412.17782 17.218 0.026
2 52435.18772 17.497 0.030
3 52344.25288 15.693 0.017
3 52345.31661 15.307 0.017
3 52346.21868 14.988 0.016
3 52348.12243 14.487 0.014
3 52350.16965 14.148 0.025
3 52355.18020 13.708 0.026
3 52369.24492 14.093 0.017
3 52371.26184 14.252 0.017
3 52373.26477 14.348 0.018
3 52374.22058 14.387 0.012
3 52381.18115 14.710 0.018
3 52382.23627 14.821 0.015
3 52397.13417 15.687 0.015
3 52402.24672 15.807 0.031
3 52412.18101 16.088 0.015
3 52408.27464 15.990 0.035
3 52435.19089 16.680 0.017
4 52344.25468 15.300 0.015
4 52345.31841 14.905 0.015
4 52345.32679 14.894 0.016
4 52345.33757 14.881 0.015
4 52346.22049 14.675 0.029
4 52348.12424 14.131 0.015
4 52350.17147 13.818 0.019
4 52353.20697 13.577 0.016
4 52355.18200 13.506 0.026
4 52369.24671 14.024 0.015
4 52371.26363 14.119 0.026
4 52373.26657 14.133 0.015
4 52374.22236 14.133 0.012
4 52377.16324 14.162 0.019
4 52378.14194 14.179 0.016
4 52381.18293 14.244 0.016
4 52382.23806 14.262 0.015
4 52397.13595 15.146 0.014
4 52402.24853 15.303 0.026
4 52412.18348 15.669 0.014
4 52435.19338 16.688 0.034
5 52344.25613 15.291 0.018
5 52345.32822 14.908 0.024
5 52346.22193 14.575 0.020
5 52348.12568 14.094 0.015
5 52350.17293 13.826 0.025
5 52353.20841 13.624 0.014
5 52355.18345 13.628 0.019
5 52369.24815 14.202 0.017
5 52371.26507 14.187 0.027
5 52373.26802 14.121 0.018
5 52374.22380 14.082 0.013
5 52378.14339 14.002 0.036
5 52381.18438 13.953 0.020
5 52382.23951 14.028 0.057
5 52397.13738 14.813 0.018
5 52402.24998 15.069 0.021
5 52408.27788 15.268 0.028
5 52412.18527 15.504 0.016
5 52435.19517 16.438 0.020
sn02bz
1 52373.45656 17.328 0.073
2 52373.45977 17.332 0.036
2 52385.22870 18.687 0.063
2 52402.35472 19.976 0.153
2 52435.28030 20.682 0.271
3 52373.46226 17.186 0.021
3 52385.23118 18.009 0.034
3 52402.35722 19.125 0.084
3 52435.28346 19.833 0.150
4 52373.46406 17.150 0.031
4 52385.23297 17.771 0.041
4 52402.35902 18.749 0.085
4 52435.28594 19.744 0.234
5 52373.46551 17.459 0.044
5 52385.23442 17.987 0.072
5 52402.36046 18.454 0.095
5 52435.28773 19.217 0.561
sn02cd
1 52375.46317 17.856 0.056
1 52379.48610 17.555 0.048
1 52383.49436 17.544 0.054
1 52402.42331 18.949 0.070
1 52431.37277 20.784 0.397
2 52375.46707 17.639 0.017
2 52379.48999 17.259 0.015
2 52383.49830 17.145 0.015
2 52401.43652 18.346 0.018
2 52402.42722 18.425 0.020
2 52431.37666 19.931 0.056
2 52435.40725 20.053 0.062
3 52375.47025 16.883 0.011
3 52379.49319 16.446 0.009
3 52383.50149 16.272 0.010
3 52401.43969 16.961 0.011
3 52402.43039 16.996 0.011
3 52431.37983 18.299 0.019
3 52435.41042 18.412 0.023
4 52375.47273 16.279 0.011
4 52379.49571 15.929 0.011
4 52383.50399 15.801 0.010
4 52401.44216 16.523 0.011
4 52402.43288 16.517 0.011
4 52431.38231 17.574 0.018
4 52435.41292 17.726 0.020
5 52375.47451 15.958 0.015
5 52379.49752 15.664 0.016
5 52383.50579 15.659 0.016
5 52401.44395 16.335 0.015
5 52402.43468 16.303 0.016
5 52431.38410 17.019 0.021
5 52435.41470 17.195 0.022
sn02ck
1 52402.33993 16.769 0.026
1 52404.28624 16.994 0.028
1 52427.26360 19.439 0.158
1 52434.30309 19.733 0.188
1 52435.26462 19.724 0.197
2 52402.34311 16.892 0.014
2 52404.28948 17.003 0.013
2 52427.26681 19.311 0.037
2 52434.29862 19.538 0.046
2 52435.26785 19.590 0.049
2 52438.24865 19.674 0.065
3 52402.34559 16.707 0.014
3 52404.29197 16.798 0.012
3 52427.26928 18.146 0.019
3 52434.30880 18.520 0.028
3 52435.27035 18.591 0.031
3 52438.25113 18.771 0.050
4 52402.34738 16.610 0.012
4 52404.29375 16.725 0.012
4 52427.27108 17.501 0.019
4 52434.31059 17.941 0.024
4 52435.27213 17.983 0.022
4 52438.25293 18.204 0.043
5 52402.34884 16.986 0.026
5 52404.29519 17.152 0.018
5 52427.27252 17.325 0.021
5 52434.31204 17.782 0.034
5 52435.27358 17.783 0.031
5 52438.25436 17.921 0.042
sn02cr
1 52399.22788 14.751 0.075
1 52401.26549 14.325 0.133
1 52402.29792 14.091 0.075
1 52403.28963 13.989 0.073
1 52429.24266 16.579 0.137
1 52433.24291 16.779 0.074
1 52435.23057 17.003 0.129
1 52437.17512 17.063 0.074
2 52399.23108 15.168 0.016
2 52401.26868 14.779 0.016
2 52402.30110 14.633 0.018
2 52403.29285 14.520 0.016
2 52410.17936 14.285 0.016
2 52429.24587 16.121 0.021
2 52433.24611 16.451 0.014
2 52435.23376 16.620 0.014
2 52437.17834 16.789 0.038
3 52399.23355 15.216 0.010
3 52401.27116 14.833 0.010
3 52402.30358 14.686 0.010
3 52403.29535 14.579 0.010
3 52410.18186 14.291 0.012
3 52429.24834 15.267 0.020
3 52433.24860 15.473 0.010
3 52435.23624 15.589 0.011
3 52437.18084 15.720 0.011
4 52399.23535 15.093 0.011
4 52401.27294 14.714 0.011
4 52402.30537 14.569 0.011
4 52403.29713 14.461 0.012
4 52410.18366 14.270 0.012
4 52429.25014 14.994 0.016
4 52433.25041 15.083 0.011
4 52435.23803 15.160 0.011
4 52437.18263 15.272 0.013
5 52399.23679 15.031 0.014
5 52401.27439 14.697 0.014
5 52402.30682 14.562 0.013
5 52403.29859 14.473 0.012
5 52410.18510 14.494 0.021
5 52429.25159 14.950 0.015
5 52433.25185 14.909 0.014
5 52435.23947 14.924 0.015
5 52437.18407 14.972 0.014
sn02de
1 52428.20118 16.662 0.077
1 52430.24627 16.561 0.043
1 52432.29759 16.550 0.075
1 52435.31500 16.631 0.028
1 52436.25559 16.744 0.043
1 52439.34235 16.869 0.107
2 52428.20439 16.902 0.017
2 52432.30082 16.748 0.021
2 52435.31821 16.757 0.017
2 52436.25880 16.785 0.016
2 52439.34557 16.906 0.017
3 52428.20686 16.826 0.016
3 52430.25196 16.686 0.016
3 52432.30331 16.616 0.015
3 52435.32071 16.593 0.012
3 52436.26127 16.575 0.012
3 52439.34806 16.683 0.013
4 52428.20865 16.629 0.014
4 52430.25374 16.549 0.022
4 52432.30515 16.474 0.018
4 52435.32249 16.433 0.014
4 52436.26308 16.458 0.013
4 52439.34984 16.540 0.013
5 52428.21009 16.716 0.027
5 52430.25520 16.755 0.034
5 52432.30662 16.722 0.027
5 52435.32395 16.744 0.023
5 52436.26451 16.803 0.023
5 52439.35130 16.901 0.026
sn02dj
1 52440.17646 15.748 0.085
1 52443.17282 14.521 0.054
1 52444.14465 14.330 0.098
1 52453.15499 14.244 0.056
2 52440.17969 15.589 0.028
2 52442.17687 15.045 0.029
2 52443.17606 14.844 0.026
2 52444.14787 14.711 0.027
2 52447.16639 14.437 0.032
2 52449.16720 14.365 0.032
2 52451.15494 14.344 0.030
2 52452.14632 14.368 0.028
2 52452.15367 14.372 0.031
2 52453.14759 14.394 0.028
2 52453.15814 14.382 0.026
2 52461.15758 14.906 0.025
3 52440.18218 15.380 0.015
3 52442.17939 14.910 0.014
3 52443.17855 14.722 0.015
3 52447.16888 14.304 0.016
3 52449.16971 14.202 0.018
3 52450.15081 14.188 0.022
3 52451.15743 14.156 0.016
3 52452.14882 14.137 0.017
3 52453.15009 14.136 0.015
3 52461.16009 14.406 0.015
4 52440.18398 15.168 0.018
4 52442.18117 14.676 0.018
4 52443.18035 14.536 0.017
4 52444.15215 14.480 0.028
4 52447.17067 14.212 0.020
4 52449.17149 14.159 0.025
4 52450.15259 14.090 0.017
4 52451.15922 14.039 0.016
4 52452.15061 14.071 0.018
4 52453.15189 14.087 0.018
4 52461.16188 14.472 0.018
5 52440.18543 15.235 0.018
5 52442.18262 14.745 0.022
5 52443.18179 14.628 0.028
5 52444.15360 14.569 0.032
5 52447.17212 14.355 0.028
5 52449.15852 14.345 0.023
5 52449.17295 14.366 0.020
5 52450.15404 14.353 0.025
5 52451.16067 14.378 0.028
5 52452.15207 14.406 0.023
5 52453.15333 14.413 0.025
5 52461.16332 14.870 0.018
sn02do
1 52445.46575 16.896 0.039
1 52447.47115 17.231 0.044
1 52448.47171 17.389 0.048
1 52466.40110 19.281 0.176
2 52445.46896 16.804 0.018
2 52447.47436 16.970 0.020
2 52448.47495 17.053 0.022
2 52460.40271 18.777 0.069
2 52463.30576 19.409 0.164
2 52466.40432 19.935 0.201
3 52445.47145 16.491 0.016
3 52447.47686 16.519 0.017
3 52448.47744 16.555 0.017
3 52460.40519 17.570 0.029
3 52466.40682 18.218 0.054
3 52467.41671 18.221 0.044
4 52445.47325 16.189 0.015
4 52447.47866 16.273 0.015
4 52448.47924 16.308 0.015
4 52460.40699 16.959 0.019
4 52466.40862 17.589 0.031
4 52467.41851 17.509 0.032
5 52445.47470 16.190 0.018
5 52445.47990 16.199 0.017
5 52445.48162 16.220 0.019
5 52447.48010 16.328 0.032
5 52448.48068 16.366 0.020
5 52448.48234 16.347 0.020
5 52460.40845 16.477 0.029
5 52466.41008 16.991 0.045
5 52467.41994 17.125 0.032
sn02dp
1 52446.46955 14.566 0.046
1 52448.46078 14.421 0.044
1 52450.45925 14.493 0.045
1 52450.47031 14.523 0.046
1 52452.46156 14.611 0.045
1 52452.47245 14.636 0.048
1 52466.42427 16.315 0.042
2 52446.47278 14.929 0.031
2 52448.46399 14.789 0.026
2 52450.47353 14.754 0.049
2 52452.46478 14.869 0.041
2 52459.42157 15.193 0.023
2 52462.36969 15.518 0.079
2 52466.42750 15.963 0.023
2 52580.26322 19.117 0.055
2 52614.21414 19.663 0.062
2 52634.21353 20.225 0.110
3 52446.47528 14.821 0.023
3 52448.46648 14.675 0.024
3 52449.47836 14.651 0.026
3 52450.46495 14.668 0.029
3 52450.47602 14.636 0.019
3 52452.46727 14.629 0.023
3 52452.47816 14.639 0.025
3 52459.42406 14.816 0.019
3 52462.37219 14.983 0.023
3 52466.43000 15.358 0.052
3 52579.24375 18.801 0.049
3 52580.26635 18.843 0.056
3 52614.21730 19.404 0.048
3 52634.21669 19.863 0.075
4 52446.47706 14.654 0.034
4 52448.46828 14.551 0.034
4 52449.48015 14.542 0.033
4 52450.46675 14.570 0.032
4 52450.47781 14.568 0.037
4 52452.46906 14.536 0.033
4 52452.47995 14.564 0.035
4 52459.42587 14.802 0.030
4 52462.37398 15.038 0.031
4 52580.26882 19.161 0.079
4 52614.21975 19.969 0.100
5 52446.47852 14.645 0.032
5 52448.46972 14.621 0.026
5 52449.48160 14.640 0.032
5 52450.46819 14.690 0.029
5 52450.47926 14.723 0.032
5 52452.47051 14.740 0.031
5 52452.48141 14.775 0.029
5 52459.42730 15.093 0.034
5 52462.37543 15.244 0.030
5 52467.43441 15.181 0.031
5 52579.24796 19.115 0.127
5 52580.27058 19.157 0.140
5 52614.22152 20.194 0.266
sn02es
1 52522.45714 17.460 0.046
1 52529.37683 18.415 0.059
1 52532.49058 18.855 0.059
1 52554.33461 20.179 0.220
1 52558.34584 20.284 0.220
1 52614.30021 21.049 0.411
2 52521.37851 17.460 0.023
2 52522.46035 17.483 0.016
2 52529.38007 18.187 0.016
2 52532.49378 18.496 0.019
2 52547.34081 19.288 0.076
2 52554.33784 19.831 0.065
2 52558.34907 20.018 0.064
2 52614.30409 21.974 0.293
3 52522.46284 16.808 0.020
3 52522.46777 16.850 0.011
3 52529.38255 17.261 0.013
3 52532.49627 17.517 0.014
3 52547.34329 18.408 0.043
3 52554.34031 18.826 0.037
3 52558.35159 19.175 0.034
4 52521.38279 16.375 0.040
4 52522.46463 16.476 0.013
4 52529.38435 16.754 0.014
4 52532.49807 16.898 0.012
4 52547.34508 17.634 0.030
4 52554.34211 18.273 0.026
4 52558.35336 18.647 0.034
4 52579.36332 20.507 0.256
5 52522.46608 16.331 0.019
5 52529.38580 16.471 0.017
5 52532.49951 16.562 0.016
5 52547.34653 17.119 0.037
5 52554.34355 17.745 0.038
5 52558.35481 18.080 0.035
5 52579.36509 20.176 0.202
sn02eu
1 52530.33850 18.797 0.085
1 52533.48730 19.375 0.106
1 52556.31324 20.919 0.367
1 52614.23954 21.046 0.357
2 52533.49052 19.056 0.035
2 52556.31645 20.655 0.096
2 52614.24341 21.551 0.224
3 52533.49303 18.137 0.024
3 52556.31894 19.884 0.065
3 52614.24655 21.075 0.178
4 52530.34598 17.796 0.025
4 52533.49481 17.925 0.021
4 52556.32072 19.130 0.048
4 52614.24899 21.262 0.245
5 52533.49627 18.144 0.042
5 52556.32219 19.198 0.077
sn02fb
1 52531.34813 17.786 0.036
1 52534.31323 18.472 0.057
1 52536.48668 18.964 0.078
1 52546.35324 19.968 0.169
2 52531.35134 17.356 0.013
2 52546.35645 19.446 0.041
2 52553.34660 19.919 0.063
2 52561.26464 19.945 0.053
2 52563.19759 20.066 0.083
2 52579.33159 20.525 0.193
2 52603.19773 21.044 0.164
2 52613.15404 21.056 0.115
2 52614.26580 21.009 0.132
2 52634.31257 21.232 0.332
3 52531.35384 16.657 0.011
3 52546.35895 18.100 0.028
3 52553.34909 18.603 0.025
3 52561.26713 18.876 0.032
3 52563.20008 18.824 0.040
3 52579.33473 19.303 0.094
3 52586.31859 19.804 0.079
3 52586.37181 19.774 0.102
3 52591.23191 20.041 0.081
3 52603.20090 20.399 0.130
3 52613.15720 20.527 0.116
3 52614.26895 20.579 0.131
4 52531.35562 16.373 0.011
4 52546.36073 17.436 0.018
4 52553.35087 17.986 0.020
4 52561.26894 18.389 0.027
4 52563.17730 18.497 0.031
4 52563.19001 18.452 0.030
4 52579.32262 19.479 0.094
4 52586.32105 19.494 0.064
4 52586.37427 19.461 0.074
4 52591.23438 19.714 0.070
4 52603.20337 20.101 0.146
5 52531.35708 16.296 0.015
5 52536.49564 16.425 0.014
5 52546.36218 16.897 0.020
5 52553.35234 17.465 0.023
5 52561.27038 17.955 0.028
5 52563.17876 17.960 0.035
5 52563.19146 18.013 0.031
5 52579.33896 18.605 0.065
5 52586.32284 18.916 0.155
5 52591.23616 19.041 0.093
5 52602.22479 19.457 0.133
5 52613.16141 19.969 0.162
sn02fk
1 52551.46955 12.991 0.026
1 52552.44656 13.119 0.028
1 52557.34347 13.615 0.049
1 52559.37971 13.897 0.061
1 52562.32509 14.734 0.067
1 52573.31662 15.823 0.066
1 52583.31850 16.304 0.077
1 52602.24595 16.732 0.182
1 52603.25227 16.969 0.178
1 52612.30681 17.103 0.073
1 52614.22851 17.170 0.087
1 52635.17983 17.563 0.080
2 52545.41219 13.338 0.028
2 52552.44394 13.375 0.021
2 52554.44372 13.550 0.017
2 52557.34669 13.735 0.035
2 52559.38293 13.940 0.016
2 52562.32832 14.274 0.020
2 52573.31985 15.419 0.019
2 52576.33770 15.655 0.015
2 52582.43838 15.999 0.016
2 52583.32167 16.069 0.029
2 52601.21066 16.565 0.018
2 52602.24914 16.563 0.020
2 52603.25547 16.588 0.018
2 52612.30999 16.763 0.035
2 52614.23169 16.778 0.017
2 52620.28023 16.854 0.018
2 52635.18302 17.126 0.022
2 52637.14284 17.145 0.019
2 52644.06428 17.216 0.033
2 52644.07530 17.226 0.022
2 52661.17126 17.535 0.035
3 52545.41465 13.400 0.016
3 52551.48377 13.360 0.019
3 52552.43877 13.448 0.018
3 52557.34919 13.600 0.014
3 52559.38542 13.743 0.016
3 52562.33081 13.943 0.017
3 52566.37438 14.192 0.018
3 52573.32235 14.538 0.015
3 52576.34017 14.709 0.012
3 52582.44084 15.074 0.025
3 52583.32413 15.124 0.016
3 52601.21383 15.764 0.018
3 52602.25162 15.792 0.017
3 52603.25794 15.797 0.014
3 52612.31244 16.021 0.014
3 52613.18631 16.008 0.014
3 52614.23413 16.129 0.016
3 52617.24120 16.192 0.015
3 52620.28269 16.245 0.016
3 52635.18549 16.671 0.025
3 52637.14528 16.678 0.018
3 52644.06675 16.851 0.017
3 52644.07777 16.832 0.020
3 52661.17373 17.257 0.039
3 52666.10844 17.345 0.022
4 52545.41646 13.369 0.021
4 52551.47708 13.332 0.024
4 52551.48486 13.368 0.019
4 52557.35100 13.714 0.016
4 52562.33263 14.073 0.022
4 52566.37619 14.132 0.020
4 52573.32413 14.218 0.019
4 52576.34197 14.307 0.015
4 52582.44262 14.671 0.014
4 52583.32589 14.720 0.015
4 52602.25338 15.554 0.017
4 52603.25970 15.587 0.015
4 52612.31421 15.875 0.015
4 52613.18807 15.914 0.015
4 52614.23588 15.960 0.015
4 52617.24297 16.074 0.016
4 52620.28446 16.130 0.017
4 52635.18726 16.627 0.020
4 52637.14705 16.675 0.020
4 52644.06852 16.908 0.023
4 52644.07954 16.911 0.018
4 52661.17550 17.381 0.035
4 52666.11020 17.442 0.030
5 52545.41789 13.504 0.021
5 52551.47852 13.697 0.018
5 52552.44204 13.739 0.018
5 52557.35244 14.103 0.020
5 52559.38867 14.228 0.017
5 52562.33409 14.325 0.031
5 52566.37764 14.247 0.015
5 52573.32557 14.078 0.017
5 52576.34343 14.074 0.016
5 52582.44404 14.315 0.015
5 52583.32733 14.375 0.016
5 52601.21843 15.361 0.017
5 52602.25480 15.359 0.019
5 52603.26111 15.445 0.017
5 52612.31564 15.772 0.017
5 52613.18949 15.924 0.020
5 52614.23730 15.881 0.018
5 52617.24440 16.058 0.022
5 52620.28588 16.143 0.021
5 52635.18868 16.751 0.028
5 52637.14846 16.839 0.029
5 52644.06994 17.067 0.030
5 52644.08095 17.052 0.027
5 52661.17692 17.753 0.092
sn02ha
1 52577.17574 14.788 0.031
1 52589.08189 15.550 0.020
1 52593.06775 16.141 0.030
1 52601.06795 17.380 0.028
1 52602.14525 17.500 0.036
1 52603.09230 17.538 0.035
1 52614.09912 18.116 0.084
2 52577.17894 15.227 0.017
2 52580.12039 15.096 0.024
2 52580.13153 15.102 0.022
2 52589.08508 15.522 0.010
2 52593.07095 15.976 0.013
2 52601.07220 17.012 0.014
2 52602.14845 17.194 0.043
2 52603.09550 17.232 0.014
2 52614.10229 18.015 0.022
2 52819.44670 21.120 0.216
3 52577.18138 15.242 0.013
3 52580.12286 15.110 0.023
3 52580.13399 15.093 0.023
3 52589.08755 15.286 0.013
3 52593.07340 15.566 0.011
3 52601.07537 16.086 0.012
3 52602.15091 16.195 0.025
3 52603.09795 16.229 0.010
3 52614.10473 17.009 0.015
3 52819.44987 21.020 0.205
4 52577.18312 15.052 0.013
4 52580.13576 14.962 0.017
4 52589.08932 15.294 0.010
4 52593.07517 15.626 0.010
4 52601.07782 15.747 0.012
4 52602.15267 15.847 0.024
4 52603.09971 15.804 0.012
4 52614.10648 16.566 0.015
5 52577.18456 15.018 0.013
5 52580.12605 15.084 0.016
5 52580.13720 15.092 0.037
5 52589.09074 15.650 0.015
5 52593.07661 15.844 0.015
5 52601.07995 15.662 0.021
5 52602.15411 15.654 0.021
5 52603.10111 15.599 0.020
5 52614.10791 16.244 0.018
sn02hd
1 52579.46858 17.145 0.053
1 52579.47941 17.143 0.051
2 52579.47175 17.036 0.016
2 52579.48259 17.042 0.021
2 52580.49126 17.138 0.017
2 52580.50238 17.112 0.018
2 52583.48478 17.348 0.031
2 52673.32260 20.702 0.195
2 52705.24868 21.238 0.368
3 52579.47420 16.828 0.015
3 52579.48507 16.836 0.018
3 52580.49372 16.866 0.014
3 52580.50485 16.891 0.026
3 52583.48723 16.937 0.022
3 52641.39103 19.686 0.081
3 52673.32505 20.466 0.196
3 52705.25183 21.067 0.284
4 52579.47595 16.772 0.015
4 52580.49549 16.824 0.020
4 52580.50660 16.840 0.016
4 52583.48899 16.886 0.036
4 52603.37523 17.802 0.032
4 52641.39278 19.434 0.075
5 52579.47737 17.301 0.038
5 52579.48824 17.186 0.044
5 52580.49691 17.159 0.026
5 52580.50802 17.222 0.030
5 52603.37667 17.618 0.052
5 52641.39419 19.148 0.143
5 52673.32822 19.742 0.194
5 52705.25606 20.257 0.287
sn02he
1 52580.47449 16.303 0.059
1 52583.46311 16.116 0.031
1 52603.34931 18.714 0.083
2 52579.43618 16.890 0.021
2 52579.44843 16.877 0.023
2 52579.46056 16.869 0.027
2 52580.47769 16.724 0.024
2 52601.41089 17.841 0.026
2 52602.43578 17.999 0.024
2 52603.35249 18.126 0.060
2 52614.35615 19.236 0.089
2 52634.38818 19.670 0.132
2 52641.37332 19.876 0.142
2 52666.27488 20.135 0.142
2 52705.19667 20.913 0.195
3 52579.43863 16.885 0.020
3 52579.45087 16.896 0.025
3 52579.46301 16.850 0.025
3 52580.48013 16.702 0.020
3 52583.46877 16.407 0.024
3 52601.41406 17.155 0.020
3 52602.43824 17.286 0.031
3 52603.35494 17.244 0.021
3 52614.35862 18.159 0.025
3 52641.37578 19.145 0.048
3 52666.27736 19.780 0.107
3 52673.30387 19.946 0.068
3 52705.19980 20.898 0.139
4 52579.44038 16.667 0.021
4 52579.45264 16.664 0.023
4 52579.46478 16.689 0.030
4 52580.48190 16.533 0.025
4 52583.47053 16.318 0.037
4 52601.41653 17.040 0.033
4 52602.43999 17.045 0.029
4 52603.35670 17.026 0.025
4 52614.36039 17.664 0.025
4 52634.39242 18.513 0.057
4 52641.37753 18.812 0.043
4 52666.27913 19.763 0.129
4 52673.30564 20.017 0.103
4 52705.20226 20.882 0.168
5 52579.44181 16.742 0.032
5 52579.45406 16.775 0.037
5 52579.46619 16.746 0.031
5 52580.48333 16.653 0.030
5 52603.35811 17.156 0.032
5 52614.36181 17.559 0.038
5 52634.39384 18.535 0.081
5 52641.37895 18.900 0.105
5 52705.20402 20.876 0.295
sn02hu
1 52587.24966 16.516 0.029
1 52591.24166 16.476 0.027
1 52595.23431 16.611 0.039
1 52602.23082 17.415 0.039
1 52606.26118 17.816 0.039
1 52613.11024 18.786 0.074
1 52614.27573 18.672 0.074
1 52616.07399 18.913 0.128
1 52661.20744 19.496 0.250
2 52587.25285 16.900 0.014
2 52591.24484 16.753 0.015
2 52595.23751 16.848 0.015
2 52601.19632 17.162 0.017
2 52602.23402 17.318 0.016
2 52603.22705 17.349 0.019
2 52606.26436 17.677 0.017
2 52613.11343 18.468 0.024
2 52614.27890 18.491 0.025
2 52616.07716 18.767 0.031
2 52634.33192 19.656 0.118
2 52673.18485 20.242 0.098
3 52587.25532 16.963 0.012
3 52591.24729 16.799 0.016
3 52595.23997 16.828 0.012
3 52601.19949 17.029 0.013
3 52602.23648 17.093 0.014
3 52603.22950 17.091 0.020
3 52606.26684 17.302 0.013
3 52613.11588 17.722 0.017
3 52614.28134 17.781 0.021
3 52616.07962 17.932 0.023
3 52634.33438 18.816 0.059
3 52641.30054 19.017 0.055
3 52661.20256 19.385 0.267
3 52673.18730 19.731 0.065
4 52587.25709 16.928 0.017
4 52591.24905 16.792 0.019
4 52595.24171 16.775 0.017
4 52601.20196 17.029 0.016
4 52602.23824 17.067 0.017
4 52603.23127 17.061 0.023
4 52606.26860 17.346 0.017
4 52613.11764 17.501 0.016
4 52614.28309 17.529 0.019
4 52616.08139 17.567 0.025
4 52634.33613 18.322 0.038
4 52641.30230 18.654 0.053
4 52673.18906 19.522 0.070
5 52587.25851 17.009 0.027
5 52591.25049 17.032 0.029
5 52595.24315 17.161 0.028
5 52601.20409 17.438 0.034
5 52602.23968 17.524 0.033
5 52603.23271 17.505 0.044
5 52606.27000 17.733 0.035
5 52613.11905 17.732 0.032
5 52614.28453 17.697 0.032
5 52616.08281 17.665 0.039
5 52634.33756 17.984 0.059
5 52641.30370 18.549 0.099
5 52661.20576 19.202 0.245
5 52673.19046 19.502 0.128
