#Natural (INST) System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   INSTMAG dMAG   
sn01C
1 53825.28909 16.210 0.046
1 53827.40838 16.080 0.044
1 53827.41201 16.140 0.042
1 53829.37800 16.463 0.043
1 53829.38164 16.346 0.043
1 53832.30553 16.756 0.045
1 53832.30917 16.727 0.044
1 53833.16116 16.756 0.060
1 53833.22577 16.675 0.065
1 53834.23026 16.930 0.067
1 53842.13229 18.045 0.063
1 53843.25008 18.160 0.081
1 53843.25371 18.320 0.084
1 53844.17186 18.536 0.092
1 53844.17550 18.716 0.123
1 53845.23039 18.437 0.092
1 53845.23404 18.431 0.084
1 53846.18663 18.567 0.085
1 53846.19027 18.772 0.097
1 53848.23810 19.020 0.097
1 53848.24174 18.878 0.092
1 53849.24667 18.873 0.103
1 53849.25031 19.818 0.176
1 53861.40184 19.460 0.148
2 53820.30230 16.873 0.020
2 53825.28241 16.498 0.020
2 53827.41578 16.520 0.018
2 53828.37773 16.549 0.030
2 53829.38541 16.596 0.017
2 53831.18650 16.679 0.021
2 53832.30249 16.808 0.019
2 53833.16856 16.865 0.019
2 53833.22956 16.861 0.036
2 53834.23767 16.921 0.025
2 53838.23920 17.409 0.049
2 53840.25486 17.777 0.051
2 53841.23339 17.710 0.036
2 53842.13605 17.884 0.028
2 53844.17928 18.176 0.025
2 53846.19404 18.458 0.035
2 53848.24551 18.695 0.032
2 53849.25407 18.796 0.034
2 53851.22060 18.970 0.038
2 53857.34275 19.522 0.083
2 53859.20818 19.695 0.062
2 53860.15671 19.814 0.085
2 53861.39781 19.597 0.067
2 53862.23080 19.408 0.116
2 53867.21760 19.349 0.178
3 53820.29664 17.000 0.015
3 53825.27674 16.583 0.017
3 53827.40603 16.584 0.015
3 53829.37566 16.513 0.028
3 53831.17675 16.669 0.019
3 53832.29682 16.652 0.015
3 53833.15881 16.695 0.015
3 53833.21979 16.659 0.014
3 53834.22793 16.747 0.019
3 53836.27609 16.915 0.036
3 53836.33164 16.892 0.039
3 53837.22522 16.927 0.018
3 53838.22944 17.017 0.031
3 53839.22654 17.033 0.027
3 53840.24509 17.144 0.028
3 53841.22363 17.163 0.025
3 53842.12633 17.263 0.019
3 53843.24775 17.434 0.024
3 53844.16952 17.436 0.019
3 53845.22804 17.487 0.022
3 53846.18428 17.570 0.020
3 53848.23576 17.617 0.021
3 53849.24433 17.761 0.021
3 53851.21280 17.929 0.021
3 53857.33499 18.485 0.035
3 53859.20588 18.453 0.028
3 53860.15440 18.797 0.048
3 53861.39001 18.691 0.039
3 53862.22850 18.561 0.033
3 53865.35755 18.740 0.046
3 53866.15799 18.951 0.073
3 53867.21529 19.006 0.054
13 53820.29904 16.997 0.018
13 53825.27912 16.662 0.017
13 53827.40273 16.625 0.015
13 53828.36466 16.655 0.031
13 53831.17340 16.700 0.020
13 53832.29920 16.736 0.017
13 53833.21649 16.767 0.016
13 53834.22458 16.792 0.020
13 53836.27279 16.918 0.026
13 53836.32833 16.986 0.031
13 53837.22192 17.084 0.020
13 53838.22613 17.134 0.024
13 53839.22890 17.145 0.024
13 53840.24179 17.135 0.023
13 53841.22031 17.195 0.021
13 53842.12301 17.253 0.021
13 53843.24443 17.260 0.019
13 53844.16621 17.305 0.017
13 53845.22472 17.321 0.017
13 53846.18100 17.365 0.020
13 53848.23245 17.360 0.020
13 53849.24101 17.424 0.019
13 53851.21589 17.614 0.019
13 53857.33808 17.980 0.024
13 53858.19689 18.180 0.032
13 53859.20255 18.182 0.026
13 53860.15106 18.158 0.028
13 53861.39311 18.203 0.028
13 53862.22514 18.317 0.032
13 53865.36064 18.582 0.033
13 53866.15466 18.556 0.065
13 53867.21199 18.891 0.101
14 53820.30064 17.207 0.021
14 53825.28074 17.110 0.021
14 53827.40433 17.221 0.021
14 53828.36628 17.189 0.057
14 53831.17504 17.209 0.026
14 53832.30080 17.329 0.021
14 53833.21808 17.369 0.026
14 53834.22620 17.445 0.031
14 53836.27439 17.547 0.056
14 53836.32993 17.559 0.044
14 53837.22352 17.663 0.025
14 53838.22774 17.770 0.035
14 53840.24339 17.734 0.036
14 53841.22191 17.723 0.038
14 53842.12461 17.770 0.031
14 53843.24604 17.648 0.029
14 53844.16782 17.728 0.025
14 53845.22634 17.667 0.037
14 53846.18258 17.669 0.028
14 53848.23405 17.688 0.023
14 53849.24260 17.630 0.023
14 53851.21821 17.689 0.024
14 53857.34038 18.074 0.037
14 53858.19848 18.174 0.031
14 53859.20417 18.197 0.036
14 53860.15269 18.316 0.034
14 53861.39543 18.387 0.038
14 53862.22676 18.524 0.042
14 53865.36295 18.571 0.041
14 53866.15628 18.769 0.073
14 53867.21359 18.595 0.047
14 53870.21319 18.837 0.168
sn06bb
1 53829.16800 19.037 0.155
1 53834.18300 18.927 0.309
1 53837.15300 18.780 0.137
1 53837.15600 18.992 0.150
1 53840.17200 19.028 0.246
1 53843.14300 19.385 0.172
2 53827.18800 17.739 0.019
2 53828.16700 17.927 0.020
2 53834.19100 18.743 0.056
2 53840.17900 19.363 0.165
2 53843.15000 19.573 0.071
3 53827.17800 17.058 0.016
3 53828.15700 17.126 0.018
3 53834.18000 17.659 0.029
3 53837.15000 17.853 0.023
3 53839.15500 18.038 0.034
3 53840.16900 18.109 0.041
3 53843.14000 18.314 0.022
3 53862.14400 18.967 0.045
3 53865.21000 19.021 0.054
3 53867.14300 19.275 0.057
13 53827.17300 17.079 0.017
13 53828.15200 17.095 0.018
13 53834.17600 17.302 0.028
13 53837.14500 17.412 0.019
13 53839.15800 17.792 0.038
13 53840.16400 17.707 0.031
13 53843.13500 17.954 0.025
13 53862.13900 18.797 0.046
13 53865.21200 18.861 0.072
13 53867.13800 18.831 0.029
14 53827.17500 17.709 0.024
14 53828.15400 17.737 0.027
14 53829.15900 17.835 0.108
14 53834.17800 17.528 0.040
14 53837.14700 17.527 0.021
14 53839.15900 17.819 0.048
14 53840.16600 17.842 0.030
14 53843.13700 18.136 0.026
14 53862.14100 19.076 0.062
14 53865.21400 19.271 0.069
14 53867.14000 19.290 0.064
sn06bd
2 53829.30600 19.526 0.078
2 53831.19900 20.113 0.204
2 53841.21600 20.734 0.316
2 53845.22000 20.944 0.171
2 53846.16000 20.898 0.143
2 53848.21100 21.206 0.164
2 53849.21900 21.208 0.161
2 53886.24600 22.297 0.568
3 53831.19600 18.349 0.042
3 53833.18000 18.648 0.097
3 53845.21700 19.843 0.082
3 53846.15700 19.893 0.072
3 53848.20800 20.096 0.092
3 53849.21600 19.921 0.094
3 53857.29900 20.532 0.177
3 53861.23900 21.054 0.550
3 53886.23600 21.015 0.250
13 53829.29800 17.891 0.051
13 53831.19100 18.031 0.035
13 53833.17500 18.199 0.036
13 53841.20800 19.002 0.060
13 53845.21300 19.332 0.059
13 53846.15200 19.417 0.057
13 53848.20300 19.489 0.053
13 53849.21200 19.519 0.053
13 53850.21100 19.470 0.046
13 53861.24300 20.084 0.229
13 53886.24100 21.168 0.256
14 53829.30000 18.060 0.049
14 53831.19400 18.055 0.035
14 53841.21000 18.779 0.068
14 53845.21500 19.221 0.062
14 53846.15500 19.202 0.068
14 53848.20500 19.440 0.069
14 53849.21400 19.445 0.063
14 53850.21300 19.505 0.073
14 53857.30500 19.970 0.206
14 53861.24500 20.193 0.228
14 53886.24400 21.141 0.290
sn06bk
1 53836.35862 17.584 0.118
2 53836.36240 17.694 0.047
2 53840.31782 18.001 0.064
2 53841.28557 18.156 0.036
2 53842.47521 18.379 0.038
2 53843.29628 18.368 0.041
2 53844.47603 18.430 0.041
2 53845.30006 18.617 0.034
2 53846.25690 18.782 0.038
2 53848.30082 18.948 0.050
2 53849.31144 19.069 0.047
2 53858.37359 19.830 0.078
2 53859.36009 19.899 0.090
2 53865.45858 20.234 0.115
2 53879.41784 20.375 0.130
2 53880.37758 20.728 0.179
3 53836.35264 17.323 0.033
3 53838.26313 17.392 0.039
3 53838.39354 17.327 0.019
3 53840.31552 17.642 0.047
3 53841.28324 17.439 0.020
3 53842.47291 17.557 0.021
3 53843.29398 17.624 0.025
3 53844.47373 17.666 0.022
3 53845.29775 17.697 0.021
3 53846.25461 17.755 0.021
3 53848.29851 17.920 0.024
3 53849.30912 17.924 0.025
3 53858.37057 18.421 0.034
3 53859.35708 18.436 0.032
3 53863.22403 18.726 0.064
3 53865.45081 18.815 0.048
3 53866.36453 18.762 0.054
3 53867.29946 19.009 0.093
3 53879.41483 18.961 0.056
3 53880.37457 19.260 0.062
3 53891.30824 19.453 0.081
3 53894.42074 19.568 0.100
13 53836.34931 17.201 0.025
13 53838.39021 17.258 0.019
13 53840.31222 17.352 0.032
13 53841.27992 17.341 0.017
13 53842.46959 17.408 0.018
13 53843.29067 17.382 0.018
13 53844.47042 17.455 0.018
13 53845.29444 17.514 0.018
13 53846.25131 17.516 0.018
13 53848.29521 17.582 0.016
13 53849.30580 17.631 0.018
13 53858.36586 17.984 0.021
13 53859.35234 18.030 0.022
13 53863.21928 18.189 0.029
13 53865.45390 18.282 0.027
13 53866.35978 18.283 0.029
13 53867.29473 18.535 0.040
13 53879.41251 18.727 0.036
13 53880.37225 18.676 0.032
13 53891.30591 19.039 0.050
13 53894.41844 19.261 0.052
14 53836.35093 17.509 0.034
14 53838.26142 17.626 0.032
14 53838.39182 17.583 0.030
14 53840.31382 17.553 0.041
14 53841.28153 17.701 0.030
14 53842.47119 17.710 0.028
14 53843.29227 17.675 0.032
14 53844.47204 17.686 0.029
14 53845.29605 17.721 0.028
14 53846.25289 17.785 0.031
14 53848.29681 17.802 0.030
14 53849.30741 17.800 0.031
14 53859.35465 17.918 0.031
14 53863.22161 18.113 0.036
14 53865.45622 18.120 0.034
14 53866.36209 18.326 0.045
14 53867.29706 18.305 0.049
14 53879.41022 18.751 0.057
14 53880.36995 18.737 0.062
14 53891.30360 19.375 0.120
14 53894.41613 19.268 0.080
sn06bq
1 53850.47432 16.676 0.028
1 53850.47796 16.745 0.031
1 53851.46799 16.771 0.032
1 53851.47163 16.771 0.029
1 53852.43787 16.838 0.031
1 53852.44150 16.815 0.032
1 53854.46744 17.023 0.035
1 53854.47106 17.062 0.033
1 53855.45093 17.154 0.032
1 53855.45456 17.136 0.031
1 53856.48066 17.338 0.043
1 53856.48429 17.341 0.043
1 53858.44916 17.570 0.049
1 53858.45278 17.603 0.042
1 53859.41728 17.759 0.048
1 53859.42091 17.742 0.047
1 53861.42875 18.131 0.057
1 53861.43238 18.053 0.053
1 53862.44456 18.146 0.054
1 53862.44819 18.174 0.058
1 53866.42737 18.688 0.105
1 53866.43101 18.829 0.095
2 53850.47057 16.516 0.015
2 53851.46426 16.570 0.013
2 53852.43413 16.606 0.012
2 53854.46368 16.760 0.017
2 53855.44718 16.853 0.015
2 53856.47692 16.976 0.016
2 53857.47561 17.072 0.015
2 53858.45655 17.191 0.018
2 53859.42469 17.344 0.016
2 53861.42499 17.613 0.020
2 53862.45196 17.758 0.019
2 53866.43478 18.292 0.033
2 53867.39595 18.594 0.044
2 53871.39698 18.881 0.056
2 53873.39027 19.097 0.060
2 53879.46208 19.522 0.077
2 53886.43394 19.880 0.108
2 53890.43412 19.953 0.108
2 53907.38472 20.273 0.150
3 53850.46278 16.292 0.013
3 53851.45646 16.295 0.012
3 53852.42635 16.300 0.012
3 53854.45594 16.402 0.013
3 53855.43938 16.473 0.013
3 53856.46912 16.545 0.015
3 53857.46785 16.635 0.013
3 53858.44610 16.688 0.014
3 53859.41424 16.771 0.014
3 53861.41720 16.896 0.015
3 53862.44152 16.954 0.016
3 53866.42434 17.194 0.017
3 53867.38550 17.247 0.020
3 53871.39396 17.525 0.022
3 53879.45906 18.216 0.030
3 53886.43091 18.541 0.038
3 53890.43111 18.680 0.041
3 53891.42069 18.724 0.059
3 53907.38171 19.323 0.068
13 53850.46587 16.299 0.014
13 53851.45955 16.363 0.014
13 53852.42942 16.286 0.012
13 53854.45902 16.464 0.014
13 53855.44248 16.562 0.015
13 53856.47222 16.642 0.014
13 53857.47093 16.717 0.016
13 53858.44138 16.802 0.015
13 53859.40951 16.866 0.015
13 53861.42029 16.901 0.016
13 53862.43682 16.954 0.015
13 53866.41959 16.966 0.016
13 53867.38080 16.986 0.016
13 53871.39167 17.143 0.018
13 53873.38495 17.351 0.016
13 53879.45677 17.805 0.023
13 53886.42859 18.079 0.027
13 53890.42878 18.277 0.030
13 53899.35770 18.682 0.064
13 53907.37942 19.057 0.052
14 53850.46818 17.038 0.022
14 53851.46186 16.956 0.019
14 53852.43174 17.029 0.018
14 53854.46131 17.243 0.023
14 53855.44479 17.480 0.028
14 53856.47454 17.580 0.025
14 53857.47323 17.704 0.027
14 53858.44368 17.722 0.029
14 53859.41181 17.795 0.030
14 53861.42260 17.712 0.028
14 53862.43911 17.691 0.030
14 53866.42191 17.483 0.025
14 53867.38309 17.485 0.026
14 53871.38935 17.428 0.024
14 53873.38263 17.569 0.027
14 53879.45446 18.010 0.034
14 53886.42627 18.427 0.050
14 53890.42647 18.691 0.064
14 53907.37709 19.566 0.135
sn06br
2 53852.32300 19.219 0.062
2 53853.33700 19.238 0.067
2 53854.25100 19.199 0.065
2 53855.35500 19.189 0.047
2 53856.29000 19.362 0.048
2 53857.37400 19.380 0.055
2 53858.23400 19.353 0.051
2 53859.23900 19.525 0.068
2 53860.24200 19.598 0.077
2 53861.31800 19.748 0.078
2 53863.18900 19.988 0.152
2 53864.22300 20.141 0.184
2 53874.34400 20.932 0.329
3 53852.32100 18.306 0.025
3 53853.33100 18.270 0.038
3 53854.24800 18.244 0.032
3 53855.34900 18.280 0.025
3 53856.28400 18.288 0.025
3 53857.36600 18.381 0.027
3 53858.23100 18.389 0.024
3 53859.23600 18.382 0.023
3 53860.23900 18.518 0.025
3 53861.31000 18.622 0.029
3 53863.18600 18.692 0.045
3 53864.22000 18.826 0.043
3 53874.34100 19.302 0.063
13 53853.33300 17.794 0.030
13 53855.35200 17.846 0.024
13 53856.28700 17.848 0.023
13 53857.36900 17.962 0.029
13 53858.22600 17.986 0.025
13 53859.23100 18.100 0.026
13 53860.23400 18.226 0.029
13 53861.31300 18.314 0.031
13 53863.18100 18.506 0.042
13 53864.21500 18.467 0.037
13 53874.33800 18.635 0.037
14 53853.33500 17.901 0.031
14 53855.35300 18.087 0.027
14 53856.28800 18.051 0.030
14 53857.37100 18.251 0.037
14 53858.22800 18.232 0.034
14 53859.23400 18.439 0.034
14 53860.23600 18.566 0.039
14 53861.31500 18.594 0.036
14 53863.18400 18.927 0.066
14 53864.21700 18.740 0.049
14 53874.33600 18.464 0.043
sn06bt
1 53857.45700 16.993 0.039
1 53857.46100 17.001 0.039
1 53858.24900 17.018 0.042
1 53858.25200 16.980 0.039
1 53859.26100 17.102 0.044
1 53859.26500 17.068 0.041
1 53860.25200 17.129 0.050
1 53860.25500 17.170 0.048
1 53861.45300 17.218 0.043
1 53861.45700 17.209 0.042
1 53862.38600 17.349 0.041
1 53862.39000 17.314 0.043
1 53874.41700 18.878 0.153
1 53874.42100 18.612 0.136
1 53879.44100 18.972 0.114
1 53879.44400 19.134 0.151
1 53886.39000 20.127 0.278
1 53890.38900 20.314 0.466
2 53854.33600 17.179 0.018
2 53855.38400 17.148 0.020
2 53856.38300 17.134 0.017
2 53857.45400 17.133 0.019
2 53858.25600 17.136 0.018
2 53859.26900 17.161 0.019
2 53860.25900 17.198 0.020
2 53861.45000 17.279 0.019
2 53862.39300 17.299 0.018
2 53863.24500 17.371 0.030
2 53866.39700 17.567 0.030
2 53867.33600 17.716 0.064
2 53874.41400 18.419 0.042
2 53879.43800 18.907 0.042
2 53886.38700 19.354 0.049
2 53890.38600 19.603 0.065
2 53891.34800 19.631 0.085
2 53894.39800 20.021 0.158
2 53899.33300 20.082 0.398
2 53907.34600 20.114 0.071
2 53928.27800 20.385 0.492
2 53929.31200 20.288 0.487
3 53854.33400 17.048 0.016
3 53855.37800 16.996 0.016
3 53856.37700 16.966 0.013
3 53857.44800 16.955 0.017
3 53858.24600 16.953 0.017
3 53859.25900 16.947 0.016
3 53860.24900 16.938 0.018
3 53861.44500 16.939 0.017
3 53862.38400 16.976 0.017
3 53863.23500 16.994 0.020
3 53866.38700 17.160 0.024
3 53867.32700 17.162 0.033
3 53874.41200 17.551 0.024
3 53879.43500 17.859 0.023
3 53886.38400 18.347 0.027
3 53890.38400 18.543 0.038
3 53891.34500 18.576 0.038
3 53894.39500 18.720 0.063
3 53899.33000 18.900 0.206
3 53907.34300 18.981 0.036
3 53928.27500 19.355 0.150
13 53855.38000 17.051 0.016
13 53856.37900 17.034 0.016
13 53857.45100 17.003 0.018
13 53858.24300 16.982 0.017
13 53859.25600 16.970 0.017
13 53860.24600 16.973 0.018
13 53861.44700 16.972 0.018
13 53862.38000 16.990 0.017
13 53863.23200 17.006 0.021
13 53866.38400 17.083 0.023
13 53867.32300 17.092 0.028
13 53874.41000 17.407 0.022
13 53879.43400 17.574 0.021
13 53886.38300 17.922 0.021
13 53890.38200 18.143 0.024
13 53891.34300 18.181 0.027
13 53894.39300 18.316 0.039
13 53899.32800 18.655 0.129
13 53907.34000 18.737 0.024
13 53928.27300 19.403 0.106
13 53929.30600 19.314 0.125
14 53855.38200 17.304 0.019
14 53856.38100 17.294 0.019
14 53857.45200 17.276 0.027
14 53858.24500 17.294 0.027
14 53859.25700 17.338 0.025
14 53860.24800 17.308 0.024
14 53861.44900 17.309 0.020
14 53862.38200 17.330 0.021
14 53863.23300 17.328 0.024
14 53866.38600 17.380 0.029
14 53867.32500 17.488 0.035
14 53874.38800 17.635 0.027
14 53874.40900 17.646 0.023
14 53879.43200 17.622 0.019
14 53886.38100 17.825 0.024
14 53890.38000 18.013 0.032
14 53891.34000 18.081 0.030
14 53894.39100 18.287 0.041
14 53899.32700 18.582 0.077
14 53907.33900 18.640 0.036
14 53928.27100 19.118 0.102
sn06bu
2 53858.36000 18.417 0.032
2 53859.25100 18.460 0.035
2 53861.35500 18.568 0.035
2 53863.20100 18.757 0.093
3 53858.35700 18.334 0.028
3 53859.24800 18.337 0.031
3 53861.34700 18.467 0.043
3 53863.19800 18.592 0.070
3 53882.36600 19.325 0.081
13 53858.35200 18.407 0.041
13 53859.24300 18.383 0.031
13 53861.35000 18.454 0.039
13 53863.19300 18.562 0.049
13 53882.36300 19.163 0.057
14 53858.35400 19.008 0.083
14 53859.24600 18.913 0.048
14 53861.35300 18.928 0.050
14 53863.19600 19.011 0.073
14 53882.36000 19.202 0.065
sn06bw
2 53859.28532 17.905 0.019
2 53860.27625 17.973 0.028
2 53861.37829 18.101 0.020
2 53864.24022 18.422 0.042
2 53871.31211 19.401 0.076
2 53874.37573 19.690 0.100
2 53879.39811 19.998 0.095
3 53859.27557 17.367 0.014
3 53860.26650 17.423 0.015
3 53861.37259 17.437 0.015
3 53863.25157 17.654 0.027
3 53864.23047 17.641 0.018
3 53871.30910 18.241 0.024
3 53874.37271 18.465 0.029
3 53879.39510 18.832 0.036
13 53859.27227 17.305 0.014
13 53860.26317 17.354 0.015
13 53861.37498 17.363 0.016
13 53863.24826 17.470 0.026
13 53864.22716 17.565 0.016
13 53871.30679 17.888 0.018
13 53874.37042 18.085 0.021
13 53879.39280 18.424 0.025
13 53891.28196 19.135 0.057
14 53859.27387 17.763 0.026
14 53861.37660 17.888 0.022
14 53863.24986 18.016 0.040
14 53864.22876 18.045 0.029
14 53871.30448 18.071 0.028
14 53874.36809 18.162 0.032
14 53879.39047 18.302 0.029
14 53891.27966 19.098 0.090
sn06bz
2 53861.29492 18.507 0.027
2 53862.19633 18.365 0.034
2 53863.15075 18.447 0.034
2 53864.16537 18.439 0.032
2 53866.18097 18.775 0.063
2 53874.23017 19.961 0.080
2 53876.19189 20.291 0.109
2 53879.32664 20.693 0.160
3 53861.28713 17.932 0.023
3 53862.18588 17.777 0.021
3 53863.14031 17.812 0.028
3 53864.16236 17.728 0.025
3 53865.27083 17.758 0.029
3 53866.17797 17.741 0.028
3 53867.25938 17.762 0.025
3 53874.22716 18.541 0.027
3 53876.18888 18.798 0.036
3 53879.32362 19.115 0.049
3 53882.33125 19.360 0.056
3 53890.31046 19.803 0.093
13 53861.29022 17.817 0.018
13 53862.18119 17.698 0.020
13 53863.13561 17.637 0.021
13 53864.15762 17.571 0.028
13 53865.27392 17.560 0.023
13 53866.17321 17.544 0.023
13 53867.25463 17.527 0.022
13 53874.22488 18.050 0.021
13 53876.18656 18.279 0.028
13 53879.32133 18.526 0.024
13 53882.32823 18.886 0.035
13 53890.30745 19.132 0.043
14 53862.18348 17.881 0.031
14 53863.13791 17.814 0.024
14 53864.15993 17.780 0.035
14 53865.27624 17.747 0.026
14 53866.17554 17.673 0.042
14 53867.25694 17.781 0.026
14 53874.22257 18.010 0.026
14 53876.18424 18.202 0.042
14 53879.31904 18.459 0.033
14 53882.32522 18.722 0.041
14 53890.30442 19.370 0.109
sn06cc
1 53864.25549 18.431 0.140
1 53865.41703 18.098 0.075
1 53865.42066 18.303 0.075
1 53867.36747 17.860 0.069
1 53867.37111 17.680 0.052
1 53871.24885 17.834 0.068
1 53871.25249 17.921 0.070
1 53872.32053 17.953 0.074
1 53872.32418 17.834 0.078
1 53873.25888 17.936 0.058
1 53873.26252 17.953 0.047
1 53874.25751 18.043 0.060
1 53874.26116 18.099 0.057
1 53877.35978 18.143 0.046
1 53877.36341 18.152 0.059
1 53878.38030 18.252 0.061
1 53878.41878 18.167 0.064
1 53878.42241 18.155 0.058
1 53879.37502 18.356 0.063
1 53879.37866 18.381 0.064
1 53880.40179 18.574 0.086
1 53880.40543 18.559 0.081
1 53882.35172 18.593 0.083
1 53882.35536 18.795 0.110
1 53886.37267 18.974 0.098
1 53886.37632 19.054 0.119
1 53890.41822 19.099 0.112
2 53864.25925 18.624 0.041
2 53865.41328 18.496 0.044
2 53866.21800 18.345 0.079
2 53867.37487 18.211 0.032
2 53871.24509 17.941 0.026
2 53872.31679 17.914 0.026
2 53873.25515 17.882 0.022
2 53874.25377 17.900 0.023
2 53877.35603 18.001 0.019
2 53878.37656 17.992 0.025
2 53878.41505 18.034 0.022
2 53879.37127 18.108 0.023
2 53880.39804 18.095 0.020
2 53882.34797 18.246 0.025
2 53886.36892 18.568 0.031
2 53890.41448 19.083 0.040
2 53891.37918 19.073 0.048
2 53894.37735 19.337 0.095
2 53907.36867 20.778 0.173
3 53864.24881 18.272 0.030
3 53865.40550 18.125 0.024
3 53866.20753 18.017 0.051
3 53867.36443 17.768 0.023
3 53870.42684 17.758 0.066
3 53870.44795 17.796 0.038
3 53871.24208 17.554 0.015
3 53872.31377 17.557 0.017
3 53872.34885 17.546 0.016
3 53873.25213 17.524 0.016
3 53874.25076 17.481 0.015
3 53874.45241 17.480 0.017
3 53877.35301 17.538 0.016
3 53878.37355 17.557 0.020
3 53878.41206 17.587 0.016
3 53879.36826 17.601 0.016
3 53880.39503 17.627 0.016
3 53882.34497 17.714 0.017
3 53886.36591 17.941 0.019
3 53890.41146 18.172 0.024
3 53891.37617 18.296 0.026
3 53894.37433 18.588 0.035
3 53899.34257 18.561 0.045
3 53902.34363 18.927 0.043
3 53907.36565 19.140 0.049
3 53915.38833 19.762 0.092
13 53864.24409 18.143 0.023
13 53865.40860 17.890 0.019
13 53866.20279 17.826 0.034
13 53867.35969 17.658 0.019
13 53870.42453 17.497 0.022
13 53870.44565 17.395 0.030
13 53871.23978 17.424 0.016
13 53872.31146 17.400 0.016
13 53872.34653 17.327 0.016
13 53873.24981 17.333 0.016
13 53874.24847 17.330 0.016
13 53874.45009 17.350 0.015
13 53875.22358 17.268 0.049
13 53877.35069 17.355 0.015
13 53878.37124 17.334 0.022
13 53878.40972 17.378 0.016
13 53879.36595 17.422 0.016
13 53880.39273 17.456 0.016
13 53882.34264 17.581 0.016
13 53886.36361 17.820 0.016
13 53890.40913 18.100 0.021
13 53891.37388 18.127 0.025
13 53894.37201 18.148 0.024
13 53899.34027 18.146 0.023
13 53902.34132 18.271 0.026
13 53907.36333 18.575 0.028
13 53915.38605 19.020 0.043
14 53864.24638 18.142 0.020
14 53865.41090 17.904 0.022
14 53866.20510 17.833 0.037
14 53870.44333 17.669 0.036
14 53872.30916 17.721 0.022
14 53872.34421 17.676 0.021
14 53873.24751 17.722 0.019
14 53874.24615 17.741 0.024
14 53874.44779 17.768 0.020
14 53877.34838 17.845 0.021
14 53878.40742 17.843 0.018
14 53879.36362 17.903 0.019
14 53880.39042 17.933 0.018
14 53882.34032 18.072 0.021
14 53886.36130 18.426 0.025
14 53890.40684 18.592 0.029
14 53891.37156 18.611 0.039
14 53894.36971 18.510 0.036
14 53899.33794 18.418 0.035
14 53902.33900 18.334 0.026
14 53907.36102 18.410 0.024
14 53915.38373 18.936 0.054
14 53928.32602 19.354 0.120
14 53929.33876 19.470 0.131
sn06cf
1 53879.18645 17.350 0.049
1 53879.19008 17.417 0.049
1 53886.17645 18.624 0.075
2 53879.18269 17.292 0.018
2 53886.16906 17.854 0.021
2 53903.18800 19.713 0.081
3 53877.17213 17.167 0.018
3 53903.18499 18.733 0.062
13 53874.21652 17.167 0.016
13 53877.16981 17.326 0.022
13 53879.13953 17.247 0.019
13 53886.18365 17.627 0.019
13 53903.18269 18.300 0.031
14 53874.21419 17.747 0.021
14 53877.16752 17.887 0.025
14 53879.13722 17.981 0.039
14 53886.19030 18.403 0.030
14 53903.18038 18.168 0.035
sn06cg
2 53873.15204 17.033 0.021
2 53879.35144 17.872 0.023
3 53873.14972 16.614 0.018
3 53874.35235 16.656 0.018
3 53879.34914 17.033 0.017
13 53873.14810 16.591 0.020
13 53874.35073 16.689 0.022
13 53879.34755 16.969 0.020
13 53894.30705 17.772 0.047
14 53873.14650 17.206 0.024
14 53874.34914 17.256 0.022
14 53879.34593 17.515 0.023
14 53894.30476 17.890 0.048
sn06cj
1 53879.31079 17.861 0.052
1 53879.31443 17.960 0.055
1 53880.25140 18.012 0.055
1 53880.25504 18.190 0.061
1 53881.36719 18.168 0.063
1 53882.26091 18.207 0.062
1 53882.26455 18.157 0.057
1 53882.31694 18.174 0.069
1 53882.32058 18.066 0.055
1 53883.19123 18.240 0.057
1 53883.19485 18.281 0.053
1 53885.19492 18.369 0.058
1 53885.19855 18.428 0.060
1 53886.26889 18.389 0.065
1 53886.27252 18.535 0.077
1 53888.19821 18.625 0.110
1 53888.20185 18.659 0.083
2 53879.30704 18.206 0.025
2 53880.24765 18.210 0.027
2 53881.35979 18.260 0.028
2 53882.25716 18.256 0.024
2 53882.31318 18.303 0.029
2 53883.18745 18.327 0.026
2 53884.32742 18.398 0.027
2 53885.19118 18.410 0.026
2 53886.26513 18.483 0.027
2 53888.19447 18.584 0.030
3 53879.30402 18.145 0.027
3 53880.24463 18.192 0.024
3 53881.35677 18.197 0.026
3 53882.25416 18.216 0.028
3 53882.31017 18.214 0.028
3 53883.18443 18.221 0.031
3 53884.32440 18.235 0.031
3 53885.18816 18.281 0.031
3 53886.26212 18.332 0.028
3 53890.27689 18.538 0.043
3 53894.28978 18.684 0.101
3 53899.24876 18.990 0.100
3 53939.17639 21.044 0.291
13 53879.30172 18.235 0.020
13 53880.18519 18.189 0.023
13 53880.24232 18.138 0.022
13 53881.35448 18.227 0.031
13 53882.25185 18.254 0.027
13 53882.30786 18.220 0.025
13 53883.18212 18.249 0.027
13 53885.18584 18.363 0.032
13 53886.25980 18.361 0.021
13 53888.18912 18.458 0.038
13 53894.28747 18.887 0.091
13 53899.24645 18.906 0.080
13 53939.17337 20.800 0.246
14 53879.29941 18.754 0.048
14 53880.18287 18.756 0.048
14 53881.35216 18.767 0.039
14 53882.24954 18.831 0.038
14 53882.30554 18.856 0.043
14 53883.17980 18.864 0.046
14 53885.18353 18.929 0.037
14 53886.25748 18.995 0.050
