#Standard System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   STDMAG dMAG
sn01C
3 54191.47752 16.795 0.015
3 54193.32609 16.979 0.024
3 54193.47675 17.052 0.028
3 54194.32660 17.088 0.026
3 54196.42062 17.260 0.032
3 54197.34868 17.287 0.020
3 54199.47333 17.391 0.022
3 54201.35369 17.514 0.016
3 54207.43542 17.737 0.016
3 54208.38526 17.753 0.028
3 54209.44205 17.791 0.019
3 54216.45912 18.008 0.026
3 54218.46522 18.081 0.036
3 54219.42708 18.054 0.046
3 54220.38296 18.092 0.048
3 54220.46723 18.174 0.037
3 54221.37407 18.064 0.051
3 54226.45359 18.296 0.055
3 54227.43003 18.374 0.047
3 54229.47115 18.402 0.037
3 54232.43472 18.457 0.032
3 54234.42975 18.551 0.029
3 54236.38624 18.581 0.029
3 54237.37811 18.591 0.033
3 54239.40641 18.693 0.035
3 54240.44043 18.752 0.031
3 54248.19951 18.933 0.080
3 54253.35183 19.117 0.089
3 54256.31537 19.233 0.056
3 54260.34694 19.220 0.049
3 54265.31831 19.355 0.052
3 54267.25702 19.328 0.177
3 54276.26181 19.561 0.095
3 54278.24933 19.827 0.172
3 54278.30275 19.734 0.171
13 54175.49421 15.779 0.012
13 54176.48856 15.893 0.017
13 54185.32339 16.260 0.012
13 54186.47374 16.268 0.013
13 54188.35702 16.327 0.013
13 54191.47521 16.533 0.015
13 54193.32379 16.714 0.016
13 54193.47444 16.742 0.022
13 54194.32428 16.808 0.018
13 54196.41690 17.064 0.024
13 54197.34637 17.048 0.019
13 54199.47101 17.164 0.015
13 54201.35138 17.313 0.019
13 54206.46839 17.498 0.018
13 54209.43973 17.659 0.019
13 54218.46291 18.046 0.027
13 54219.42477 18.067 0.032
13 54220.38064 18.089 0.045
13 54220.46492 18.172 0.048
13 54221.37175 18.078 0.059
13 54226.45126 18.332 0.046
13 54227.42769 18.322 0.043
13 54229.46814 18.444 0.039
13 54232.43169 18.515 0.039
13 54234.42671 18.623 0.046
13 54236.38324 18.672 0.043
13 54237.37509 18.706 0.040
13 54239.40340 18.817 0.042
13 54240.43742 18.902 0.064
13 54240.47349 18.870 0.058
13 54244.34222 19.074 0.069
13 54247.34135 19.088 0.070
13 54248.19650 19.074 0.082
13 54253.34881 19.493 0.144
13 54256.31235 19.582 0.116
13 54259.32314 19.531 0.086
13 54260.34393 19.659 0.120
13 54265.31529 19.850 0.127
13 54266.28704 19.769 0.092
13 54267.25401 19.816 0.212
13 54277.32772 20.101 0.329
13 54278.24631 19.890 0.263
14 54175.49190 16.493 0.015
14 54176.48625 16.613 0.020
14 54185.32106 16.667 0.015
14 54186.47143 16.621 0.018
14 54188.35472 16.589 0.014
14 54191.47289 16.619 0.017
14 54193.32147 16.730 0.018
14 54193.47213 16.745 0.021
14 54194.32197 16.833 0.018
14 54197.34405 17.113 0.021
14 54199.46869 17.302 0.021
14 54201.34906 17.415 0.020
14 54206.46607 17.694 0.030
14 54207.43080 17.700 0.027
14 54208.38062 17.755 0.035
14 54209.43741 17.844 0.028
14 54216.45449 18.163 0.040
14 54218.46060 18.260 0.041
14 54219.42245 18.381 0.048
14 54220.37833 18.305 0.062
14 54220.46262 18.332 0.054
14 54221.36943 18.467 0.068
14 54226.44896 18.613 0.063
14 54227.42538 18.580 0.049
14 54229.46514 18.644 0.057
14 54232.42868 18.822 0.060
14 54234.42371 18.945 0.073
14 54236.38023 18.935 0.054
14 54237.37207 19.160 0.074
14 54239.40036 19.121 0.067
14 54240.43441 19.133 0.086
14 54240.47048 19.060 0.091
14 54244.33920 19.359 0.120
14 54248.19348 19.346 0.124
14 54253.34580 19.550 0.126
14 54256.30934 19.687 0.146
14 54256.37492 19.644 0.132
14 54259.32012 19.753 0.109
14 54260.34093 19.818 0.141
14 54265.31229 20.039 0.161
14 54277.32470 20.504 0.263
sn07ar
2 54178.20610 19.043 0.034
2 54187.49380 20.609 0.270
2 54196.35384 21.610 0.441
2 54204.22815 21.523 0.313
2 54206.39284 21.599 0.359
2 54208.28853 21.516 0.365
3 54178.20308 18.440 0.028
3 54186.20663 19.091 0.097
3 54187.49080 19.141 0.069
3 54188.24815 19.135 0.103
3 54192.37829 19.461 0.072
3 54193.36742 19.576 0.082
3 54196.35012 20.002 0.243
3 54204.22443 20.054 0.199
3 54209.34646 20.239 0.211
13 54178.20076 18.435 0.025
13 54186.20432 18.599 0.067
13 54187.48849 18.690 0.052
13 54188.24583 18.755 0.063
13 54192.37596 19.124 0.059
13 54193.36510 19.322 0.053
13 54204.22142 19.708 0.066
13 54208.28181 19.877 0.077
13 54209.34345 20.066 0.069
14 54178.19846 19.140 0.048
14 54186.20201 18.886 0.082
14 54188.24351 18.889 0.058
14 54192.37366 19.007 0.044
14 54193.36279 19.176 0.056
14 54195.30524 19.348 0.227
14 54195.33837 19.313 0.305
14 54204.21840 19.886 0.138
14 54209.34042 20.213 0.146
sn07au
2 54178.23200 17.320 0.018
2 54179.14600 17.133 0.013
2 54185.13800 16.801 0.017
2 54186.13000 16.822 0.103
2 54187.14100 16.920 0.027
2 54189.14500 17.196 0.031
2 54191.12300 17.453 0.032
2 54193.12700 17.872 0.035
2 54194.14100 17.997 0.028
2 54195.16200 18.054 0.037
2 54196.12300 18.307 0.036
2 54198.13400 18.633 0.029
2 54201.14800 19.081 0.038
2 54209.13400 19.655 0.148
2 54210.14000 19.747 0.081
3 54178.22900 17.171 0.015
3 54179.14300 16.987 0.013
3 54185.13500 16.534 0.017
3 54186.12700 16.507 0.076
3 54187.13800 16.577 0.021
3 54189.14200 16.647 0.019
3 54190.12100 16.695 0.016
3 54191.12000 16.737 0.018
3 54193.12400 16.919 0.016
3 54194.13800 17.005 0.015
3 54195.15900 17.108 0.019
3 54196.12000 17.174 0.020
3 54198.13100 17.353 0.016
3 54199.18700 17.352 0.045
3 54201.14500 17.590 0.019
3 54209.13100 18.310 0.043
3 54210.13700 18.424 0.032
3 54221.13700 18.816 0.089
3 54233.15000 19.508 0.322
13 54178.23600 17.031 0.015
13 54179.14100 16.887 0.014
13 54185.13300 16.460 0.016
13 54186.12400 16.475 0.044
13 54187.13500 16.482 0.016
13 54189.14000 16.594 0.018
13 54190.11900 16.611 0.014
13 54191.11800 16.660 0.017
13 54193.12200 16.804 0.016
13 54194.13600 16.847 0.015
13 54195.15600 16.907 0.015
13 54196.11700 16.934 0.016
13 54198.12800 17.021 0.016
13 54199.18500 17.027 0.049
13 54201.14300 17.167 0.015
13 54209.12900 17.932 0.024
13 54210.13500 18.036 0.021
13 54221.13400 18.602 0.058
13 54226.14000 18.749 0.118
13 54233.14700 19.219 0.215
13 54239.16300 19.512 0.115
14 54178.23800 17.217 0.018
14 54179.13900 17.068 0.019
14 54186.12200 16.839 0.102
14 54187.13300 16.838 0.020
14 54190.11700 17.065 0.019
14 54191.11600 17.110 0.023
14 54193.12000 17.189 0.018
14 54194.13300 17.179 0.025
14 54195.15400 17.210 0.018
14 54196.11500 17.198 0.020
14 54198.12600 17.168 0.025
14 54199.18300 17.079 0.037
14 54201.14000 17.186 0.018
14 54209.12600 17.848 0.034
14 54210.13200 17.945 0.029
14 54221.13200 18.646 0.058
14 54226.13800 18.926 0.086
14 54239.16000 19.447 0.129
sn07ax
2 54195.18620 17.787 0.054
2 54196.17232 17.637 0.031
2 54197.12284 17.838 0.023
2 54198.17744 17.976 0.024
2 54201.18597 18.334 0.031
2 54202.13578 18.410 0.038
2 54209.19899 18.929 0.058
2 54210.18000 18.936 0.055
2 54212.13337 19.605 0.118
2 54226.19537 20.190 0.418
3 54190.10877 15.726 0.013
3 54191.13471 15.754 0.018
3 54193.24067 15.868 0.011
3 54194.21231 15.977 0.013
3 54196.16931 16.257 0.021
3 54197.11983 16.325 0.013
3 54198.17444 16.442 0.013
3 54201.18295 16.780 0.015
3 54202.13277 16.864 0.017
3 54209.19598 17.437 0.025
3 54210.17699 17.478 0.022
3 54212.13035 17.549 0.027
3 54217.23588 18.155 0.052
3 54226.19236 18.794 0.083
13 54190.10646 15.520 0.011
13 54191.13241 15.521 0.017
13 54193.23836 15.584 0.011
13 54194.21000 15.657 0.012
13 54195.18087 15.747 0.017
13 54196.16700 15.842 0.016
13 54197.11753 15.927 0.012
13 54198.17214 16.029 0.012
13 54201.18063 16.349 0.012
13 54202.13046 16.462 0.015
13 54209.19366 17.114 0.022
13 54210.17468 17.162 0.018
13 54212.12802 17.301 0.022
13 54217.23357 17.670 0.039
13 54226.19005 18.087 0.044
14 54190.10413 15.686 0.014
14 54191.13010 15.664 0.014
14 54193.23605 15.644 0.011
14 54194.20770 15.709 0.016
14 54195.17855 15.739 0.012
14 54196.16469 15.826 0.019
14 54197.11522 15.877 0.012
14 54198.16982 15.912 0.015
14 54201.17829 16.187 0.016
14 54202.12816 16.264 0.013
14 54209.19133 16.918 0.020
14 54210.17236 16.953 0.017
14 54212.12572 17.143 0.027
14 54217.23126 17.392 0.034
14 54221.19817 18.025 0.062
14 54226.18772 17.835 0.035
sn07ba
2 54204.28811 18.703 0.031
2 54206.41321 19.204 0.050
2 54207.40271 19.317 0.050
2 54208.32931 19.393 0.054
2 54209.38992 19.652 0.061
2 54210.28973 19.752 0.069
3 54204.28509 17.758 0.022
3 54206.41020 17.943 0.028
3 54207.39971 18.089 0.027
3 54208.32631 18.237 0.035
3 54209.38690 18.282 0.028
3 54210.28671 18.411 0.037
3 54217.27631 18.968 0.078
3 54219.41384 19.323 0.243
3 54220.37074 19.366 0.231
13 54204.28277 17.727 0.022
13 54206.40786 17.867 0.024
13 54207.39737 17.917 0.026
13 54208.32398 18.018 0.027
13 54209.38458 18.040 0.027
13 54210.28439 18.105 0.029
13 54217.27400 18.608 0.048
13 54219.41154 18.961 0.074
13 54220.36843 19.020 0.068
13 54221.35972 19.077 0.154
14 54204.28045 18.109 0.029
14 54206.40554 18.163 0.032
14 54207.39505 18.235 0.033
14 54208.32167 18.211 0.037
14 54209.38227 18.177 0.027
14 54210.28208 18.194 0.036
14 54217.27170 18.564 0.047
14 54219.40921 18.712 0.069
14 54220.36611 18.880 0.063
14 54221.35742 18.797 0.113
sn07bc
2 54197.25251 15.967 0.030
2 54198.24646 15.930 0.030
2 54201.22787 15.934 0.030
2 54204.17534 16.091 0.030
2 54206.33615 16.353 0.030
2 54207.36736 16.387 0.030
2 54209.25100 16.593 0.031
2 54210.22631 16.704 0.031
2 54213.28691 17.108 0.032
2 54227.20170 18.649 0.042
2 54233.21273 19.052 0.156
2 54236.21395 19.204 0.056
2 54237.20346 19.335 0.065
2 54239.19766 19.363 0.060
2 54241.15884 19.422 0.093
2 54247.22714 19.579 0.136
2 54260.17426 19.832 0.078
2 54260.17794 19.789 0.078
2 54285.16696 20.282 0.232
3 54197.24949 16.067 0.022
3 54201.22486 15.950 0.022
3 54202.15037 16.000 0.031
3 54206.33315 16.089 0.021
3 54207.36435 16.102 0.020
3 54209.24796 16.227 0.028
3 54210.22330 16.251 0.022
3 54213.28389 16.472 0.021
3 54227.19869 17.383 0.022
3 54236.21095 18.014 0.031
3 54237.20045 18.090 0.034
3 54247.21976 18.285 0.047
3 54249.15913 18.420 0.049
3 54250.16488 18.495 0.053
3 54252.20453 18.571 0.060
3 54260.17054 18.827 0.040
3 54285.15956 19.512 0.112
13 54197.24718 16.056 0.027
13 54202.14807 15.999 0.028
13 54204.17001 16.010 0.026
13 54207.36204 16.119 0.026
13 54209.24564 16.281 0.028
13 54221.22361 16.774 0.030
13 54227.19638 17.051 0.027
13 54232.13909 17.409 0.029
13 54233.20738 17.499 0.028
13 54234.14931 17.550 0.031
13 54236.19485 17.664 0.031
13 54237.19816 17.829 0.055
13 54247.21675 18.116 0.038
13 54260.16751 18.506 0.046
13 54285.15654 19.539 0.100
14 54206.32850 16.672 0.027
14 54208.22889 16.818 0.027
14 54209.24333 16.934 0.036
14 54210.21866 16.993 0.035
14 54221.22127 16.960 0.030
14 54233.20507 17.447 0.031
14 54236.19252 17.566 0.032
14 54237.19585 17.791 0.043
14 54260.16448 18.683 0.039
sn07bd
2 54197.13523 17.743 0.016
2 54198.19012 17.467 0.015
2 54202.12253 16.823 0.013
2 54204.13544 16.694 0.012
2 54208.18734 16.755 0.013
2 54209.21677 16.798 0.012
2 54210.15306 16.828 0.011
2 54212.14858 16.944 0.013
2 54235.16574 19.453 0.095
2 54238.14189 19.636 0.159
3 54197.13222 17.783 0.019
3 54198.18711 17.479 0.016
3 54202.11953 16.869 0.012
3 54204.13244 16.726 0.012
3 54208.18434 16.665 0.013
3 54209.21376 16.691 0.013
3 54210.15003 16.721 0.010
3 54212.14558 16.817 0.012
3 54235.14785 18.347 0.026
3 54235.16203 18.353 0.032
3 54238.13817 18.550 0.044
3 54239.15589 18.570 0.052
13 54197.12990 17.720 0.016
13 54198.18481 17.438 0.014
13 54202.11720 16.858 0.012
13 54204.13015 16.761 0.013
13 54208.18203 16.698 0.013
13 54209.21146 16.695 0.012
13 54210.14772 16.718 0.011
13 54212.14325 16.815 0.013
13 54235.14484 17.957 0.019
13 54235.15902 18.008 0.022
13 54238.13516 18.191 0.026
13 54239.15288 18.299 0.027
14 54197.12758 17.933 0.021
14 54198.18248 17.655 0.017
14 54202.11488 17.253 0.018
14 54204.12785 17.244 0.017
14 54208.17971 17.371 0.023
14 54209.20914 17.330 0.014
14 54210.14542 17.382 0.015
14 54212.14095 17.530 0.025
14 54235.14182 18.036 0.021
14 54235.15600 18.044 0.030
14 54238.13213 18.343 0.034
14 54239.14987 18.363 0.034
sn07bm
2 54214.21377 15.856 0.016
2 54215.16232 15.570 0.015
2 54226.17706 14.726 0.012
2 54227.14334 14.746 0.011
2 54230.14316 14.911 0.012
2 54232.16059 15.091 0.011
2 54233.22539 15.181 0.012
2 54234.17907 15.264 0.013
2 54237.16076 15.606 0.012
2 54239.20986 15.852 0.012
2 54240.16382 15.996 0.013
2 54254.19080 17.317 0.020
2 54256.18715 17.457 0.036
2 54266.17978 17.756 0.025
3 54214.21075 15.350 0.011
3 54215.15929 15.101 0.010
3 54216.12296 14.891 0.012
3 54226.17405 14.168 0.010
3 54227.14032 14.168 0.010
3 54230.14015 14.240 0.011
3 54232.15758 14.328 0.009
3 54233.22237 14.383 0.010
3 54234.17606 14.425 0.012
3 54237.15777 14.639 0.010
3 54239.20684 14.779 0.012
3 54240.16081 14.833 0.011
3 54247.23780 15.229 0.015
3 54249.19899 15.325 0.014
3 54250.20084 15.398 0.012
3 54253.19300 15.637 0.020
3 54254.18778 15.678 0.012
3 54256.18413 15.829 0.015
3 54266.17676 16.247 0.013
13 54214.20843 15.144 0.012
13 54215.15697 14.886 0.011
13 54216.12065 14.736 0.018
13 54226.17171 14.036 0.011
13 54227.13801 14.050 0.013
13 54230.13784 14.126 0.013
13 54232.15525 14.240 0.010
13 54233.22007 14.313 0.011
13 54234.17374 14.372 0.014
13 54237.15545 14.566 0.012
13 54239.20454 14.638 0.012
13 54240.15848 14.661 0.012
13 54247.23548 14.838 0.016
13 54249.19670 14.913 0.011
13 54250.19853 14.977 0.021
13 54253.19069 15.148 0.017
13 54254.18546 15.231 0.012
13 54256.18182 15.394 0.012
13 54266.17444 15.877 0.013
14 54214.20612 15.135 0.014
14 54215.15465 14.892 0.014
14 54216.11833 14.700 0.015
14 54226.16941 14.402 0.011
14 54227.13569 14.456 0.013
14 54230.13552 14.568 0.013
14 54232.15294 14.698 0.012
14 54233.21778 14.779 0.012
14 54234.17143 14.842 0.014
14 54237.15315 14.958 0.013
14 54239.20222 14.941 0.013
14 54240.15616 14.915 0.012
14 54249.19439 14.844 0.014
14 54250.19622 14.859 0.019
14 54253.18838 14.971 0.018
14 54254.18314 15.040 0.015
14 54256.17951 15.196 0.016
14 54266.17213 15.871 0.022
sn07bz
2 54215.18742 16.882 0.020
2 54227.17635 17.545 0.022
2 54231.19861 17.980 0.025
2 54232.33443 18.058 0.026
2 54234.20469 18.221 0.026
2 54236.32733 18.457 0.037
2 54237.30468 18.661 0.056
2 54239.34630 18.674 0.040
2 54239.34999 18.672 0.040
2 54240.19216 18.847 0.038
2 54240.19586 18.890 0.041
2 54292.18616 21.016 0.339
2 54292.18983 20.944 0.309
3 54215.18442 16.616 0.015
3 54216.13623 16.601 0.015
3 54217.19419 16.584 0.016
3 54221.26109 16.840 0.018
3 54224.37688 16.926 0.019
3 54226.21851 17.007 0.016
3 54227.17333 17.083 0.016
3 54232.33141 17.336 0.021
3 54234.20167 17.430 0.024
3 54236.32431 17.526 0.021
3 54239.34258 17.617 0.024
3 54252.28244 18.516 0.033
3 54282.20728 19.342 0.143
3 54292.18245 19.408 0.072
13 54215.18211 16.565 0.016
13 54216.13390 16.566 0.018
13 54217.19187 16.595 0.020
13 54226.21620 17.014 0.017
13 54231.19329 17.338 0.020
13 54234.19935 17.425 0.021
13 54239.33957 17.453 0.021
13 54240.18544 17.479 0.020
13 54252.27942 17.900 0.034
13 54282.20426 19.565 0.159
13 54292.17943 19.879 0.140
14 54215.17977 17.069 0.020
14 54217.18956 17.156 0.025
14 54224.37226 17.518 0.025
14 54226.21388 17.679 0.024
14 54227.16868 17.778 0.023
14 54231.19094 17.933 0.035
14 54232.32678 18.045 0.033
14 54234.19704 18.131 0.032
14 54236.31969 18.094 0.036
14 54239.33655 17.885 0.027
14 54240.18242 17.875 0.020
14 54292.17642 19.885 0.165
sn07ca
2 54217.21329 17.186 0.029
2 54226.24826 16.242 0.015
2 54227.22652 16.233 0.014
2 54230.19042 16.281 0.016
2 54232.17385 16.374 0.014
2 54236.29123 16.628 0.015
2 54237.24402 16.703 0.015
2 54240.28520 16.939 0.017
2 54253.27220 18.226 0.080
2 54256.25339 18.482 0.031
2 54272.21417 19.330 0.103
2 54273.21802 19.239 0.149
2 54291.16089 19.668 0.144
3 54217.21028 16.832 0.019
3 54226.24524 15.888 0.013
3 54227.22349 15.862 0.011
3 54230.18740 15.879 0.012
3 54232.17085 15.931 0.012
3 54234.30704 15.999 0.014
3 54236.28821 16.100 0.013
3 54237.24102 16.142 0.014
3 54240.28218 16.346 0.017
3 54253.26919 16.981 0.024
3 54256.25037 17.124 0.020
3 54272.21115 17.802 0.045
3 54273.21501 17.701 0.042
3 54281.17556 18.353 0.083
3 54282.17347 18.273 0.091
3 54291.15789 18.571 0.090
13 54217.20796 16.761 0.028
13 54227.22119 15.851 0.024
13 54230.18508 15.839 0.017
13 54232.16852 15.875 0.015
13 54234.30471 16.031 0.027
13 54236.28589 16.067 0.015
13 54237.23870 16.132 0.017
13 54240.27987 16.366 0.018
13 54253.26689 16.730 0.026
13 54256.24807 16.759 0.018
13 54272.20882 17.609 0.028
13 54273.21271 17.675 0.037
13 54278.19543 17.955 0.033
13 54281.17324 18.077 0.035
13 54291.15557 18.263 0.053
14 54217.20566 16.680 0.019
14 54226.24061 16.073 0.017
14 54227.21888 16.130 0.017
14 54230.18276 16.240 0.019
14 54232.16621 16.286 0.016
14 54234.30241 16.541 0.041
14 54237.23640 16.625 0.018
14 54240.27757 16.921 0.019
14 54253.26456 16.876 0.022
14 54256.24576 16.773 0.019
14 54272.20651 17.566 0.034
14 54278.19309 17.819 0.037
14 54281.17091 17.882 0.035
14 54282.16884 17.894 0.038
14 54291.15326 18.189 0.059
sn07cg
2 54234.21734 18.856 0.052
2 54236.22767 19.014 0.052
2 54237.23061 19.003 0.057
2 54238.17708 19.285 0.080
2 54240.22696 19.311 0.065
2 54241.18920 19.496 0.070
3 54234.21433 17.914 0.034
3 54236.22466 18.033 0.032
3 54237.22759 18.019 0.033
3 54238.17337 18.001 0.031
3 54240.22323 18.165 0.038
3 54241.18549 18.256 0.040
3 54256.23323 18.928 0.081
13 54234.21201 17.716 0.026
13 54236.22234 17.749 0.027
13 54237.22529 17.838 0.029
13 54238.17036 17.891 0.038
13 54240.22021 18.060 0.030
13 54241.18248 18.100 0.032
13 54256.23021 18.843 0.072
14 54234.20970 18.008 0.036
14 54236.22003 18.046 0.037
14 54237.22299 18.086 0.039
14 54238.16735 18.208 0.040
14 54240.21721 18.342 0.045
14 54241.17946 18.599 0.046
14 54256.22721 18.229 0.069
sn07ci
2 54238.16113 17.041 0.019
2 54239.28477 16.671 0.017
2 54240.15133 16.525 0.020
2 54241.14686 16.308 0.017
2 54243.14714 16.085 0.016
2 54244.17191 16.075 0.019
2 54254.15041 16.624 0.016
2 54255.15671 16.817 0.017
2 54256.21835 17.069 0.023
2 54258.16409 17.365 0.019
2 54263.15774 18.103 0.026
2 54266.22822 18.541 0.039
2 54267.21632 18.871 0.056
2 54271.20196 19.000 0.052
3 54238.15741 16.966 0.017
3 54239.28107 16.684 0.015
3 54240.14760 16.513 0.016
3 54241.14315 16.378 0.017
3 54243.14343 16.116 0.014
3 54244.16819 16.064 0.015
3 54247.16524 15.956 0.023
3 54248.14150 15.964 0.022
3 54249.14515 15.919 0.015
3 54250.15100 15.934 0.014
3 54252.22196 15.994 0.019
3 54253.18037 16.067 0.017
3 54254.14740 16.086 0.015
3 54255.15369 16.154 0.013
3 54256.21534 16.280 0.019
3 54258.16107 16.435 0.014
3 54263.15473 16.806 0.016
3 54266.22521 17.101 0.018
3 54267.21331 17.391 0.029
3 54271.19895 17.565 0.033
3 54291.17093 18.538 0.068
13 54238.15441 16.890 0.018
13 54239.27804 16.627 0.016
13 54240.14461 16.437 0.016
13 54241.14013 16.294 0.016
13 54247.16293 16.028 0.020
13 54248.13918 15.926 0.017
13 54249.14284 15.925 0.017
13 54250.14867 15.932 0.015
13 54252.21963 15.985 0.015
13 54253.17806 16.038 0.016
13 54254.14505 16.106 0.014
13 54255.15139 16.162 0.015
13 54256.21303 16.321 0.029
13 54258.15875 16.304 0.016
13 54263.15242 16.515 0.015
13 54266.22288 16.723 0.019
13 54271.19664 17.162 0.019
13 54291.16861 18.117 0.041
14 54238.15139 17.018 0.019
14 54239.27505 16.784 0.015
14 54240.14160 16.649 0.017
14 54241.13712 16.549 0.017
14 54243.13740 16.421 0.017
14 54244.16216 16.429 0.019
14 54247.15833 16.438 0.017
14 54248.13686 16.423 0.017
14 54249.14052 16.417 0.016
14 54250.14635 16.427 0.016
14 54252.21732 16.485 0.017
14 54253.17573 16.495 0.015
14 54254.14273 16.564 0.018
14 54255.14906 16.572 0.017
14 54258.15642 16.555 0.020
14 54263.15010 16.571 0.017
14 54266.22058 16.637 0.018
14 54271.19433 17.058 0.019
14 54291.16630 18.237 0.052
sn07co
1 54260.38657 17.226 0.045
1 54260.39023 17.255 0.049
1 54261.41361 17.200 0.042
1 54261.41727 17.195 0.038
1 54264.17872 17.172 0.045
1 54265.37550 17.194 0.039
1 54266.31096 17.313 0.041
1 54267.34709 17.305 0.042
1 54267.41093 17.345 0.044
1 54270.20201 17.514 0.056
1 54272.35553 17.860 0.050
1 54273.34052 17.873 0.063
1 54276.33865 18.258 0.091
1 54277.35049 18.478 0.126
1 54277.42759 18.410 0.122
1 54279.35660 18.456 0.189
1 54282.29306 18.726 0.191
1 54288.40734 19.741 0.266
1 54292.31775 19.939 0.233
2 54259.38432 17.118 0.017
2 54260.38282 17.029 0.020
2 54261.40985 16.947 0.017
2 54264.17498 16.908 0.020
2 54265.37175 16.894 0.015
2 54266.30720 16.926 0.018
2 54267.34335 16.969 0.016
2 54267.40720 16.965 0.017
2 54269.46681 17.037 0.032
2 54270.19828 17.121 0.017
2 54272.35179 17.295 0.016
2 54273.33676 17.340 0.018
2 54276.33490 17.666 0.023
2 54277.34674 17.853 0.034
2 54277.42384 17.821 0.026
2 54278.31898 17.821 0.034
2 54279.35284 17.991 0.039
2 54280.29440 18.173 0.044
2 54284.24979 18.495 0.097
2 54288.40359 19.090 0.069
2 54290.19435 19.165 0.070
2 54292.31402 19.317 0.052
2 54292.38101 19.374 0.070
3 54259.38129 16.984 0.016
3 54260.37911 16.905 0.016
3 54261.40613 16.855 0.014
3 54264.17198 16.744 0.016
3 54265.36874 16.705 0.013
3 54266.30419 16.728 0.015
3 54267.34032 16.706 0.014
3 54267.40418 16.701 0.014
3 54268.46827 16.729 0.021
3 54269.45234 16.735 0.016
3 54269.46381 16.751 0.018
3 54270.19527 16.777 0.015
3 54272.34876 16.854 0.013
3 54273.33376 16.949 0.013
3 54276.33189 17.071 0.015
3 54277.34373 17.131 0.019
3 54277.42082 17.131 0.017
3 54278.31596 17.187 0.022
3 54279.34983 17.267 0.022
3 54280.29139 17.413 0.027
3 54282.28629 17.540 0.029
3 54284.24679 17.566 0.043
3 54288.40057 17.755 0.027
3 54290.19134 17.864 0.030
