#Standard System Magnitudes
#filter codes 1,2,3,4,5,13,14 = UBVRIr'i'
#SN
#filter MJD   STDMAG dMAG
sn01C
14 53797.49068 18.065 0.034
14 53798.43181 18.015 0.020
14 53799.47881 18.002 0.026
14 53800.47743 18.015 0.030
14 53803.49514 18.058 0.027
14 53807.42353 18.257 0.038
14 53807.44008 18.357 0.030
14 53808.33895 18.432 0.052
14 53811.42108 18.524 0.080
14 53812.51456 18.557 0.058
14 53813.44984 18.588 0.055
14 53818.39045 18.794 0.042
14 53832.38982 19.491 0.158
14 53834.27054 19.391 0.169
14 53838.24449 19.876 0.229
14 53841.26446 20.051 0.191
14 53858.31558 20.451 0.115
14 53859.32450 20.481 0.145
14 53862.17153 20.634 0.192
14 53866.29700 20.652 0.198
sn06X
1 53776.43556 17.601 0.054
1 53786.40667 16.532 0.042
1 53786.41031 16.480 0.035
1 53786.43829 16.490 0.035
1 53786.44192 16.475 0.036
1 53787.41344 16.531 0.033
1 53788.41740 16.600 0.035
1 53788.42103 16.595 0.035
1 53788.43253 16.551 0.035
1 53788.43617 16.581 0.036
1 53794.36134 17.038 0.038
1 53794.36497 16.987 0.036
1 53796.40752 17.299 0.046
1 53796.44181 17.262 0.044
1 53796.44544 17.240 0.044
1 53797.41572 17.391 0.051
1 53798.37551 17.434 0.043
1 53798.37916 17.468 0.043
1 53799.39568 17.635 0.048
1 53799.39932 17.585 0.045
1 53799.43053 17.693 0.050
1 53799.43418 17.612 0.047
1 53800.39845 17.752 0.049
1 53800.40208 17.663 0.047
1 53800.43237 17.697 0.048
1 53800.43601 17.722 0.049
1 53803.44353 18.100 0.061
1 53803.44716 18.013 0.058
1 53815.37946 18.967 0.112
1 53815.38309 19.106 0.123
1 53817.39466 19.183 0.166
1 53827.36002 19.314 0.281
1 53832.33949 19.246 0.159
1 53841.24649 19.368 0.204
2 53776.43935 16.383 0.021
2 53777.38138 16.175 0.066
2 53778.43050 15.942 0.030
2 53778.44145 15.929 0.019
2 53785.52131 15.336 0.035
2 53786.41407 15.433 0.018
2 53786.44569 15.425 0.017
2 53787.40744 15.459 0.019
2 53788.43017 15.483 0.022
2 53792.33442 15.738 0.022
2 53794.35899 15.869 0.018
2 53795.32964 15.895 0.027
2 53796.41493 16.075 0.022
2 53796.44922 16.075 0.017
2 53797.41950 16.215 0.023
2 53798.37319 16.321 0.017
2 53799.40308 16.406 0.016
2 53799.43793 16.414 0.017
2 53800.40586 16.506 0.017
2 53800.43978 16.516 0.017
2 53803.44117 16.864 0.021
2 53815.38686 17.867 0.028
2 53817.39845 18.079 0.035
2 53818.24214 17.985 0.042
2 53827.36742 18.253 0.027
2 53832.33715 18.432 0.037
2 53834.25495 18.406 0.039
2 53841.25025 18.504 0.039
2 53843.27425 18.518 0.031
2 53848.25517 18.517 0.033
2 53849.26403 18.481 0.030
2 53857.35491 18.517 0.034
2 53858.16296 18.615 0.033
2 53860.16612 18.609 0.034
2 53879.22893 18.951 0.038
2 53903.23799 19.283 0.067
2 53938.15765 20.134 0.125
3 53776.43391 15.144 0.016
3 53777.37597 14.933 0.017
3 53777.38703 14.953 0.020
3 53778.42507 14.769 0.024
3 53778.43603 14.762 0.021
3 53779.37211 14.622 0.021
3 53779.38293 14.615 0.026
3 53781.40220 14.407 0.027
3 53786.40505 14.110 0.015
3 53786.43667 14.094 0.014
3 53787.40318 14.077 0.016
3 53788.41080 14.063 0.018
3 53788.42590 14.086 0.031
3 53789.36060 14.072 0.014
3 53792.33018 14.128 0.023
3 53794.35473 14.233 0.018
3 53796.40516 14.370 0.012
3 53796.43947 14.365 0.012
3 53797.40974 14.461 0.029
3 53798.36895 14.503 0.015
3 53799.39333 14.567 0.014
3 53799.42821 14.586 0.015
3 53800.39612 14.628 0.014
3 53800.43003 14.628 0.016
3 53803.43692 14.755 0.016
3 53807.31522 15.018 0.038
3 53807.33904 14.923 0.022
3 53811.34799 15.151 0.024
3 53812.47961 15.165 0.014
3 53815.37713 15.380 0.016
3 53817.38869 15.554 0.012
3 53818.23788 15.593 0.016
3 53818.42819 15.600 0.019
3 53827.35767 15.990 0.014
3 53828.31215 16.008 0.017
3 53829.32670 16.036 0.018
3 53832.33288 16.129 0.014
3 53834.24518 16.187 0.019
3 53840.26211 16.422 0.031
3 53841.24051 16.428 0.029
3 53843.26451 16.460 0.018
3 53848.25286 16.574 0.015
3 53849.26171 16.619 0.015
3 53857.35067 16.827 0.020
3 53858.16067 16.877 0.021
3 53860.16381 16.910 0.016
3 53867.20528 17.174 0.034
3 53879.22595 17.423 0.019
3 53903.23498 18.021 0.024
3 53938.15395 18.818 0.053
13 53776.43131 14.502 0.016
13 53777.37337 14.339 0.017
13 53777.38441 14.336 0.015
13 53778.42243 14.161 0.015
13 53778.43343 14.182 0.015
13 53779.36948 14.075 0.022
13 53779.38032 14.061 0.019
13 53781.40389 13.881 0.014
13 53785.49475 13.715 0.027
13 53786.40245 13.675 0.015
13 53786.43406 13.666 0.015
13 53787.40486 13.654 0.014
13 53788.41248 13.663 0.017
13 53788.42758 13.654 0.016
13 53789.36229 13.669 0.024
13 53792.33186 13.750 0.021
13 53794.35642 13.897 0.014
13 53796.40186 14.063 0.013
13 53796.43615 14.067 0.013
13 53797.40641 14.121 0.017
13 53798.37061 14.165 0.015
13 53799.39003 14.207 0.016
13 53799.42490 14.215 0.015
13 53800.39281 14.241 0.015
13 53800.42672 14.250 0.015
13 53803.43860 14.273 0.015
13 53807.33574 14.305 0.018
13 53811.34966 14.391 0.017
13 53812.47630 14.458 0.014
13 53815.37382 14.656 0.014
13 53817.38536 14.832 0.012
13 53818.23957 14.906 0.015
13 53818.42987 14.904 0.017
13 53827.35438 15.358 0.016
13 53828.30884 15.423 0.025
13 53829.32340 15.438 0.017
13 53832.33457 15.610 0.019
13 53834.24189 15.618 0.019
13 53840.25878 15.841 0.024
13 53841.23719 15.848 0.019
13 53843.26120 15.921 0.016
13 53848.24954 16.096 0.015
13 53849.25839 16.123 0.015
13 53857.35234 16.395 0.020
13 53858.15736 16.413 0.015
13 53860.16049 16.468 0.015
13 53867.20198 16.720 0.026
13 53870.22838 16.826 0.039
13 53879.22363 17.105 0.019
13 53903.23266 17.800 0.024
13 53938.15091 18.747 0.047
14 53776.43256 14.555 0.018
14 53777.37462 14.326 0.018
14 53777.38567 14.321 0.017
14 53778.42368 14.139 0.016
14 53778.43468 14.137 0.019
14 53779.37073 13.997 0.015
14 53779.38157 14.004 0.018
14 53785.48156 13.849 0.028
14 53786.40370 13.861 0.021
14 53786.43531 13.811 0.018
14 53787.40612 13.866 0.015
14 53788.41373 13.879 0.016
14 53788.42883 13.878 0.017
14 53789.36354 13.982 0.031
14 53792.33310 14.032 0.022
14 53794.35766 14.202 0.016
14 53795.32832 14.350 0.042
14 53796.40346 14.391 0.015
14 53796.43774 14.386 0.015
14 53798.37186 14.503 0.018
14 53799.39163 14.495 0.015
14 53799.42651 14.494 0.018
14 53800.39441 14.482 0.016
14 53800.42832 14.470 0.016
14 53803.43985 14.387 0.018
14 53807.33734 14.266 0.016
14 53811.35091 14.220 0.017
14 53812.47790 14.198 0.016
14 53813.34984 14.260 0.036
14 53813.36745 14.220 0.025
14 53815.37542 14.342 0.016
14 53817.38698 14.512 0.013
14 53818.24082 14.582 0.016
14 53818.43113 14.590 0.025
14 53827.35597 15.119 0.016
14 53828.31044 15.163 0.017
14 53829.32500 15.176 0.021
14 53832.33585 15.343 0.015
14 53834.24348 15.385 0.016
14 53840.26039 15.630 0.016
14 53841.23879 15.680 0.018
14 53843.26280 15.738 0.021
14 53848.25113 15.930 0.016
14 53849.26000 15.982 0.018
14 53857.35358 16.253 0.019
14 53858.15896 16.278 0.018
14 53860.16209 16.350 0.018
14 53867.20358 16.607 0.031
14 53879.22133 16.959 0.021
14 53890.26693 17.337 0.035
14 53903.23036 17.670 0.026
14 53938.14789 18.401 0.064
sn06ac
1 53778.51368 16.058 0.047
1 53779.48374 16.058 0.055
1 53779.49686 15.973 0.049
1 53781.44806 16.107 0.047
1 53781.45170 16.096 0.045
1 53786.51971 16.482 0.047
1 53786.52335 16.500 0.044
1 53788.50656 16.754 0.041
1 53788.51020 16.764 0.041
1 53794.43319 17.583 0.043
1 53796.50858 17.754 0.053
1 53796.51220 17.775 0.053
1 53798.41914 18.026 0.049
1 53798.42277 17.940 0.049
1 53799.49941 18.200 0.060
1 53799.50304 18.233 0.057
1 53800.49793 18.422 0.064
1 53803.48281 18.606 0.072
1 53803.48645 18.559 0.070
1 53818.32549 19.369 0.285
1 53827.45134 19.461 0.310
1 53828.43007 19.651 0.276
1 53829.43194 19.823 0.238
1 53832.37731 19.876 0.208
1 53832.38094 19.889 0.169
1 53834.30919 19.779 0.289
1 53845.25843 19.847 0.216
2 53777.49526 16.378 0.020
2 53781.44501 16.274 0.025
2 53786.52712 16.471 0.021
2 53788.50351 16.565 0.017
2 53796.51597 17.498 0.020
2 53797.51873 17.670 0.021
2 53798.41610 17.721 0.020
2 53799.50682 17.930 0.021
2 53800.50536 17.991 0.020
2 53808.33375 19.074 0.173
2 53812.50635 19.090 0.075
2 53813.44443 19.205 0.063
2 53818.32243 19.289 0.070
2 53827.45875 19.578 0.084
2 53829.43934 19.467 0.090
2 53832.37428 19.711 0.125
2 53845.26583 19.805 0.130
2 53857.41265 20.037 0.261
2 53858.30976 19.804 0.262
2 53859.31849 19.860 0.255
2 53860.18780 20.040 0.286
2 53862.24229 19.808 0.256
2 53866.29052 20.058 0.283
3 53777.46311 16.300 0.021
3 53777.47628 16.285 0.017
3 53777.48916 16.285 0.019
3 53777.50206 16.301 0.018
3 53779.47775 16.135 0.016
3 53781.43933 16.132 0.018
3 53786.51736 16.196 0.018
3 53788.49786 16.238 0.014
3 53796.50624 16.750 0.015
3 53797.50898 16.793 0.016
3 53799.49707 16.924 0.015
3 53800.49560 16.992 0.016
3 53803.47407 17.147 0.018
3 53808.32402 17.723 0.044
3 53811.40029 17.801 0.030
3 53812.49660 17.907 0.050
3 53813.43469 17.908 0.029
3 53818.31678 18.166 0.043
3 53827.44899 18.436 0.032
3 53829.42890 18.553 0.026
3 53832.36861 18.521 0.034
3 53834.30249 18.670 0.043
3 53837.24331 18.698 0.050
3 53840.29734 18.816 0.097
3 53845.25537 18.887 0.038
3 53857.40486 19.228 0.055
3 53858.30675 19.204 0.054
3 53859.31549 19.207 0.057
3 53860.18478 19.231 0.051
3 53862.23928 19.424 0.251
13 53777.47296 16.363 0.021
13 53777.48585 16.350 0.022
13 53777.49875 16.288 0.016
13 53777.51187 16.345 0.020
13 53778.50804 16.211 0.019
13 53779.47443 16.182 0.018
13 53779.49122 16.262 0.022
13 53781.44174 16.140 0.015
13 53786.51406 16.249 0.019
13 53788.50025 16.329 0.016
13 53794.42687 16.784 0.017
13 53797.50566 16.854 0.020
13 53798.41284 16.826 0.016
13 53799.49371 16.829 0.017
13 53800.49229 16.881 0.019
13 53803.47647 16.947 0.024
13 53808.32071 17.210 0.023
13 53812.49330 17.493 0.032
13 53818.31915 17.814 0.031
13 53827.44567 18.198 0.030
13 53828.42076 18.246 0.044
13 53829.42416 18.377 0.027
13 53832.37101 18.318 0.029
13 53834.29779 18.501 0.032
13 53837.23860 18.666 0.037
13 53840.29263 18.572 0.059
13 53845.25063 18.759 0.039
13 53857.40794 19.217 0.055
13 53858.30200 19.210 0.043
13 53859.31074 19.285 0.053
13 53862.23456 19.375 0.084
13 53866.28278 19.314 0.180
13 53867.23054 19.510 0.158
14 53777.46141 16.693 0.021
14 53777.47457 16.722 0.025
14 53777.48745 16.709 0.027
14 53777.50035 16.659 0.019
14 53777.51347 16.740 0.023
14 53778.50964 16.686 0.024
14 53779.47603 16.665 0.021
14 53781.44333 16.752 0.020
14 53786.51566 16.945 0.029
14 53788.50184 17.056 0.020
14 53794.42847 17.532 0.025
14 53796.50454 17.470 0.024
14 53797.50726 17.473 0.028
14 53798.41443 17.457 0.025
14 53799.49534 17.380 0.028
14 53800.49389 17.358 0.022
14 53803.47808 17.264 0.025
14 53808.32230 17.267 0.028
14 53812.49490 17.656 0.031
14 53818.32078 18.023 0.037
14 53827.44729 18.498 0.033
14 53829.42647 18.589 0.033
14 53832.37263 18.660 0.040
14 53834.30009 18.732 0.040
14 53837.24090 18.984 0.050
14 53840.29492 19.142 0.089
14 53845.25294 19.363 0.075
14 53857.41027 19.630 0.214
14 53858.30432 19.922 0.199
14 53859.31306 19.804 0.130
14 53860.18238 19.836 0.131
14 53866.28509 20.023 0.148
sn06ah
2 53788.46400 19.650 0.101
2 53799.45200 20.954 0.195
2 53800.45100 20.726 0.217
3 53786.50100 18.562 0.042
3 53788.45900 18.666 0.050
3 53796.45800 19.262 0.048
3 53797.44500 19.274 0.075
3 53799.44900 19.369 0.083
3 53800.44800 19.746 0.087
3 53803.51500 19.778 0.085
3 53807.41400 19.695 0.143
13 53786.49700 18.596 0.032
13 53788.46100 18.745 0.052
13 53796.45300 18.959 0.043
13 53797.44000 19.079 0.064
13 53799.44400 19.097 0.070
13 53800.44300 19.154 0.057
13 53803.51800 19.089 0.117
13 53808.38500 19.386 0.130
14 53786.49900 19.118 0.072
14 53788.46300 19.253 0.061
14 53796.45500 18.965 0.044
14 53797.44300 19.132 0.078
14 53799.44600 19.068 0.056
14 53800.44600 19.249 0.070
14 53803.52100 19.201 0.078
14 53807.41200 19.670 0.125
14 53808.38700 19.893 0.180
sn06ak
2 53788.37428 17.746 0.024
2 53796.36764 18.678 0.033
2 53797.35412 18.721 0.058
2 53798.51354 19.017 0.083
2 53800.34598 19.273 0.133
2 53803.38553 19.216 0.166
2 53812.44170 19.938 0.229
2 53815.30891 20.338 0.215
2 53817.31443 20.507 0.244
2 53818.30163 20.491 0.284
2 53827.30417 20.198 0.200
2 53828.27157 20.386 0.346
2 53829.28194 20.320 0.277
3 53788.36860 17.374 0.020
3 53794.25697 17.794 0.024
3 53796.35788 17.899 0.022
3 53797.34438 17.971 0.032
3 53800.33625 18.178 0.027
3 53803.37988 18.484 0.048
3 53812.43197 18.972 0.087
3 53815.29917 19.302 0.079
3 53827.29443 19.709 0.096
3 53829.27221 19.528 0.228
3 53838.17405 19.855 0.285
3 53840.33741 19.980 0.262
3 53843.19745 20.058 0.100
13 53788.37099 17.368 0.023
13 53796.35458 17.873 0.023
13 53797.34105 17.904 0.036
13 53798.51028 17.891 0.055
13 53800.33295 17.976 0.023
13 53803.38227 18.079 0.036
13 53811.32428 18.573 0.044
13 53812.42866 18.633 0.057
13 53815.29585 18.839 0.040
13 53818.29835 18.931 0.062
13 53827.29110 19.375 0.093
13 53828.25852 19.586 0.214
13 53829.26887 19.654 0.334
13 53843.19413 20.104 0.130
14 53788.37260 17.981 0.027
14 53794.26097 18.466 0.040
14 53796.35617 18.475 0.038
14 53798.51187 18.429 0.067
14 53800.33455 18.367 0.061
14 53803.38387 18.227 0.079
14 53811.32590 18.648 0.080
14 53812.43027 18.564 0.090
14 53815.29745 18.899 0.095
14 53817.30295 19.134 0.109
14 53818.29995 18.985 0.094
14 53827.29271 19.560 0.087
14 53838.17234 19.826 0.225
14 53840.33568 19.919 0.192
14 53843.19574 20.095 0.140
sn06al
2 53791.31713 18.689 0.031
2 53793.30201 18.855 0.026
2 53798.31399 19.360 0.039
2 53799.34016 19.485 0.037
2 53800.30590 19.860 0.184
3 53791.31145 18.497 0.033
3 53793.29634 18.533 0.030
3 53798.30833 18.878 0.035
3 53799.33042 18.891 0.034
3 53800.29616 18.957 0.052
3 53803.31147 19.205 0.057
3 53811.28567 19.806 0.122
3 53815.24573 20.107 0.095
3 53827.25667 20.930 0.226
3 53829.23242 20.877 0.218
3 53843.18683 21.115 0.261
13 53791.31384 18.473 0.028
13 53793.29873 18.588 0.028
13 53797.30151 18.821 0.041
13 53798.31071 18.972 0.036
13 53799.32710 19.034 0.042
13 53800.29285 19.033 0.043
13 53803.31384 19.226 0.051
13 53811.28804 19.564 0.063
13 53815.24243 19.791 0.064
13 53827.25334 20.535 0.124
13 53841.17640 21.116 0.207
14 53791.31545 18.976 0.045
14 53793.30032 19.097 0.044
14 53797.30310 19.320 0.102
14 53800.29446 19.558 0.136
14 53803.31545 19.663 0.124
14 53811.28968 19.579 0.085
14 53828.21902 20.168 0.224
14 53838.16079 20.204 0.305
sn06an
2 53794.38500 18.495 0.027
2 53796.39800 18.471 0.026
2 53797.40100 18.560 0.029
2 53798.35100 18.510 0.025
2 53799.38600 18.653 0.028
2 53800.38900 18.615 0.027
2 53803.42500 19.116 0.039
2 53817.38100 20.050 0.100
2 53827.38500 20.750 0.141
3 53794.37900 18.026 0.023
3 53796.38700 18.186 0.024
3 53797.39100 18.143 0.029
3 53798.34400 18.223 0.027
3 53799.37600 18.298 0.027
3 53800.37800 18.310 0.027
3 53803.41800 18.456 0.032
3 53812.46200 19.090 0.059
3 53813.33300 19.241 0.060
3 53815.35900 19.229 0.056
3 53817.37100 19.308 0.078
3 53827.37500 20.015 0.104
13 53794.38100 18.098 0.022
13 53796.38300 18.206 0.023
13 53797.38700 18.206 0.025
13 53798.34700 18.292 0.024
13 53799.37200 18.344 0.024
13 53800.37400 18.379 0.026
13 53803.42100 18.556 0.028
13 53812.45800 19.023 0.042
13 53813.32900 18.944 0.038
13 53815.35500 19.042 0.041
13 53817.36700 19.070 0.063
13 53827.37100 19.587 0.061
14 53794.38300 18.705 0.042
14 53796.38500 18.819 0.048
14 53797.38900 18.866 0.049
14 53798.34900 18.896 0.048
14 53799.37400 18.968 0.050
14 53800.37600 19.158 0.061
14 53803.42300 19.352 0.074
14 53812.46000 19.790 0.107
14 53813.33100 19.474 0.084
14 53815.35700 19.428 0.074
14 53817.36900 19.572 0.105
14 53827.37300 19.589 0.087
sn06ar
2 53803.33519 17.700 0.027
2 53807.29184 16.938 0.019
2 53810.24993 16.607 0.021
2 53811.27144 16.492 0.015
2 53815.29126 16.632 0.019
2 53817.29347 16.630 0.016
3 53803.32948 17.534 0.025
3 53805.21534 17.113 0.047
3 53807.28139 16.821 0.017
3 53810.24213 16.493 0.014
3 53811.26365 16.434 0.014
3 53812.37093 16.408 0.025
3 53815.28082 16.354 0.014
3 53817.28301 16.382 0.013
13 53803.33188 17.419 0.019
13 53808.26507 16.599 0.016
13 53810.24522 16.475 0.015
13 53811.26674 16.410 0.013
13 53812.36551 16.364 0.019
13 53815.27538 16.324 0.013
13 53817.27757 16.477 0.018
14 53805.21291 17.275 0.071
14 53807.27896 16.999 0.025
14 53808.26808 16.952 0.022
14 53810.24755 16.848 0.021
14 53811.26906 16.860 0.019
14 53812.36852 16.895 0.087
14 53817.28058 17.070 0.024
sn06ax
1 53818.37726 15.465 0.027
1 53818.38089 15.459 0.027
1 53819.26618 15.322 0.029
1 53819.26981 15.305 0.028
1 53820.28743 15.072 0.027
1 53820.29108 15.075 0.026
1 53825.30337 14.799 0.027
1 53825.30700 14.808 0.026
1 53827.27569 14.820 0.026
1 53827.27933 14.831 0.026
1 53828.24346 14.926 0.029
1 53829.24686 15.026 0.031
1 53829.25049 15.095 0.034
1 53832.23529 15.251 0.030
1 53832.23891 15.245 0.029
1 53833.19287 15.462 0.094
1 53839.18286 16.161 0.042
1 53843.21660 16.509 0.031
1 53843.22022 16.548 0.033
1 53845.20152 16.880 0.037
1 53845.20516 16.837 0.033
1 53846.20353 16.994 0.036
1 53846.20716 16.957 0.039
1 53848.17975 17.254 0.039
1 53848.18337 17.253 0.039
1 53849.18773 17.375 0.042
1 53849.19138 17.318 0.042
1 53858.18519 18.063 0.075
1 53858.18883 18.144 0.073
1 53859.16187 18.161 0.067
1 53859.16551 18.092 0.065
1 53860.13973 18.197 0.175
1 53870.18176 18.282 0.307
1 53879.20435 18.825 0.317
1 53879.20799 18.840 0.322
1 53899.16309 18.654 0.320
1 53899.16673 18.636 0.327
2 53817.33131 16.133 0.018
2 53818.37420 15.899 0.019
2 53819.26312 15.734 0.018
2 53820.28439 15.597 0.017
2 53825.30031 15.239 0.017
2 53827.28309 15.207 0.017
2 53828.24723 15.231 0.020
2 53829.25426 15.243 0.018
2 53832.23224 15.376 0.017
2 53833.20030 15.462 0.017
2 53840.22108 16.165 0.030
2 53843.22399 16.400 0.017
2 53845.20892 16.606 0.018
2 53846.21094 16.711 0.018
2 53848.18714 16.938 0.018
2 53849.19514 17.049 0.018
2 53857.26131 17.750 0.026
2 53858.19262 17.763 0.021
2 53859.16929 17.859 0.023
2 53860.14713 17.946 0.024
2 53870.17802 18.235 0.095
2 53879.20130 18.452 0.028
2 53899.16005 18.852 0.064
3 53817.32153 16.177 0.016
3 53818.36854 15.956 0.015
3 53820.27872 15.646 0.015
3 53825.29465 15.252 0.015
3 53827.27337 15.213 0.015
3 53829.24451 15.218 0.015
3 53832.22657 15.306 0.017
3 53833.19052 15.341 0.016
3 53834.19868 15.383 0.017
3 53839.17052 15.709 0.017
3 53840.21131 15.732 0.021
3 53843.21426 15.882 0.016
3 53845.19919 15.989 0.015
3 53846.20119 16.042 0.016
3 53848.17740 16.142 0.015
3 53849.18539 16.189 0.015
3 53857.25566 16.622 0.016
3 53858.18285 16.665 0.016
3 53859.15957 16.724 0.017
3 53860.13741 16.765 0.019
3 53870.17499 17.314 0.025
3 53879.19899 17.490 0.019
3 53899.15771 18.016 0.055
13 53817.31821 16.199 0.016
13 53818.37093 15.979 0.016
13 53819.25986 15.842 0.017
13 53820.28110 15.692 0.016
13 53825.29702 15.349 0.015
13 53827.27007 15.322 0.017
13 53829.24118 15.369 0.023
13 53832.22896 15.400 0.017
13 53833.18722 15.461 0.022
13 53834.19538 15.482 0.019
13 53839.17290 15.849 0.019
13 53840.20801 15.912 0.018
13 53843.21095 15.990 0.017
13 53845.19587 16.041 0.017
13 53846.19788 16.078 0.023
13 53848.17410 16.086 0.016
13 53849.18207 16.096 0.017
13 53857.25803 16.359 0.023
13 53858.17951 16.383 0.016
13 53859.15625 16.442 0.016
13 53860.13409 16.486 0.016
13 53870.17270 17.103 0.020
13 53879.19740 17.390 0.019
13 53899.15612 18.043 0.056
14 53817.31982 16.443 0.019
14 53818.37251 16.228 0.017
14 53819.26146 16.104 0.018
14 53820.28270 15.979 0.017
14 53825.29865 15.828 0.016
14 53827.27167 15.891 0.017
14 53828.23578 15.959 0.027
14 53829.24281 15.957 0.023
14 53832.23057 16.081 0.017
14 53833.18882 16.162 0.021
14 53834.19698 16.180 0.019
14 53840.20961 16.660 0.027
14 53843.21256 16.704 0.017
14 53846.19948 16.660 0.018
14 53848.17568 16.608 0.016
14 53849.18369 16.564 0.020
14 53857.25963 16.507 0.020
14 53858.18113 16.531 0.018
14 53859.15785 16.559 0.017
14 53860.13568 16.627 0.018
14 53870.17040 17.214 0.022
14 53879.19579 17.610 0.021
14 53899.15450 18.456 0.067
sn06az
1 53820.30534 16.199 0.042
1 53820.30898 16.307 0.048
1 53825.28546 16.015 0.043
1 53825.28909 16.212 0.046
1 53827.40838 16.089 0.044
1 53827.41201 16.147 0.042
1 53829.37800 16.471 0.043
1 53829.38164 16.357 0.043
1 53832.30553 16.765 0.045
1 53832.30917 16.737 0.044
1 53833.16116 16.771 0.060
1 53833.22577 16.692 0.065
1 53834.23026 16.947 0.067
1 53842.13229 18.086 0.063
1 53843.25008 18.205 0.081
1 53843.25371 18.361 0.084
1 53844.17186 18.579 0.092
1 53844.17550 18.755 0.123
1 53845.23039 18.492 0.092
1 53845.23404 18.486 0.084
1 53846.18663 18.627 0.085
1 53846.19027 18.827 0.097
1 53848.23810 19.080 0.097
1 53848.24174 18.942 0.092
1 53849.24667 18.940 0.103
1 53849.25031 19.860 0.176
1 53861.40184 19.527 0.148
2 53820.30230 16.864 0.020
2 53825.28241 16.493 0.020
2 53827.41578 16.518 0.018
2 53828.37773 16.550 0.030
2 53829.38541 16.601 0.017
2 53831.18650 16.684 0.021
2 53832.30249 16.819 0.019
2 53833.16856 16.876 0.019
2 53833.22956 16.871 0.036
2 53834.23767 16.931 0.025
2 53838.23920 17.435 0.049
2 53840.25486 17.824 0.051
2 53841.23339 17.744 0.036
2 53842.13605 17.924 0.028
2 53844.17928 18.223 0.025
2 53846.19404 18.515 0.035
2 53848.24551 18.760 0.032
2 53849.25407 18.863 0.034
2 53851.22060 19.038 0.038
2 53857.34275 19.591 0.083
2 53859.20818 19.769 0.062
2 53860.15671 19.895 0.085
2 53861.39781 19.656 0.067
2 53862.23080 19.448 0.116
2 53867.21760 19.368 0.178
3 53820.29664 17.002 0.015
3 53825.27674 16.585 0.017
3 53827.40603 16.585 0.015
3 53829.37566 16.512 0.028
3 53831.17675 16.667 0.019
3 53832.29682 16.650 0.015
3 53833.15881 16.692 0.015
3 53833.21979 16.656 0.014
3 53834.22793 16.743 0.019
3 53836.27609 16.909 0.036
3 53836.33164 16.886 0.039
3 53837.22522 16.920 0.018
3 53838.22944 17.009 0.031
3 53839.22654 17.024 0.027
3 53840.24509 17.134 0.028
3 53841.22363 17.152 0.025
3 53842.12633 17.251 0.019
3 53843.24775 17.421 0.024
3 53844.16952 17.421 0.019
3 53845.22804 17.471 0.022
3 53846.18428 17.553 0.020
3 53848.23576 17.598 0.021
3 53849.24433 17.742 0.021
3 53851.21280 17.910 0.021
3 53857.33499 18.465 0.035
3 53859.20588 18.434 0.028
3 53860.15440 18.779 0.048
3 53861.39001 18.674 0.039
3 53862.22850 18.544 0.033
3 53865.35755 18.725 0.046
3 53866.15799 18.937 0.073
3 53867.21529 18.993 0.054
13 53820.29904 17.000 0.018
13 53825.27912 16.660 0.017
13 53827.40273 16.622 0.015
13 53828.36466 16.649 0.031
13 53831.17340 16.693 0.020
13 53832.29920 16.729 0.017
13 53833.21649 16.760 0.016
13 53834.22458 16.785 0.020
13 53836.27279 16.911 0.026
13 53836.32833 16.975 0.031
13 53837.22192 17.070 0.020
13 53838.22613 17.118 0.024
13 53839.22890 17.130 0.024
13 53840.24179 17.122 0.023
13 53841.22031 17.182 0.021
13 53842.12301 17.240 0.021
13 53843.24443 17.250 0.019
13 53844.16621 17.296 0.017
13 53845.22472 17.313 0.017
13 53846.18100 17.356 0.020
13 53848.23245 17.355 0.020
13 53849.24101 17.419 0.019
13 53851.21589 17.609 0.019
13 53857.33808 17.982 0.024
13 53858.19689 18.176 0.032
13 53859.20255 18.181 0.026
13 53860.15106 18.162 0.028
13 53861.39311 18.208 0.028
13 53862.22514 18.319 0.032
13 53865.36064 18.579 0.033
13 53866.15466 18.558 0.065
13 53867.21199 18.880 0.101
14 53820.30064 17.206 0.021
14 53825.28074 17.102 0.021
14 53827.40433 17.210 0.021
14 53828.36628 17.177 0.057
14 53831.17504 17.196 0.026
14 53832.30080 17.314 0.021
14 53833.21808 17.353 0.026
14 53834.22620 17.428 0.031
14 53836.27439 17.529 0.056
14 53836.32993 17.540 0.044
14 53837.22352 17.642 0.025
14 53838.22774 17.747 0.035
14 53840.24339 17.711 0.036
14 53841.22191 17.701 0.038
14 53842.12461 17.747 0.031
14 53843.24604 17.628 0.029
14 53844.16782 17.707 0.025
14 53845.22634 17.647 0.037
14 53846.18258 17.648 0.028
14 53848.23405 17.667 0.023
14 53849.24260 17.611 0.023
14 53851.21821 17.673 0.024
14 53857.34038 18.060 0.037
14 53858.19848 18.159 0.031
14 53859.20417 18.184 0.036
14 53860.15269 18.302 0.034
14 53861.39543 18.374 0.038
14 53862.22676 18.509 0.042
14 53865.36295 18.560 0.041
14 53866.15628 18.756 0.073
14 53867.21359 18.588 0.047
14 53870.21319 18.831 0.168
sn06bb
1 53829.16800 19.068 0.155
1 53834.18300 18.995 0.309
1 53837.15300 18.869 0.137
1 53837.15600 19.076 0.150
1 53840.17200 19.120 0.246
1 53843.14300 19.472 0.172
2 53827.18800 17.784 0.019
2 53828.16700 17.980 0.020
2 53834.19100 18.814 0.056
